Time [s], Analyzer Name, Decoded Protocol Result
0.070127880000000,USB LS and FS,Frame # 0x513
0.070128800000000,USB LS and FS,CRC OK 0x07
0.070129200000000,USB LS and FS,EOP
0.071126600000000,USB LS and FS,SYNC
0.071127240000000,USB LS and FS,PID SOF
0.071127920000000,USB LS and FS,Frame # 0x514
0.071128840000000,USB LS and FS,CRC OK 0x08
0.071129240000000,USB LS and FS,EOP
0.072126640000000,USB LS and FS,SYNC
0.072127280000000,USB LS and FS,PID SOF
0.072127960000000,USB LS and FS,Frame # 0x515
0.072128880000000,USB LS and FS,CRC OK 0x17
0.072129280000000,USB LS and FS,EOP
0.073126680000000,USB LS and FS,SYNC
0.073127320000000,USB LS and FS,PID SOF
0.073128000000000,USB LS and FS,Frame # 0x516
0.073128920000000,USB LS and FS,CRC OK 0x1F
0.073129440000000,USB LS and FS,EOP
0.074126720000000,USB LS and FS,SYNC
0.074127400000000,USB LS and FS,PID SOF
0.074128040000000,USB LS and FS,Frame # 0x517
0.074128960000000,USB LS and FS,CRC OK 0x00
0.074129400000000,USB LS and FS,EOP
0.075126760000000,USB LS and FS,SYNC
0.075127440000000,USB LS and FS,PID SOF
0.075128080000000,USB LS and FS,Frame # 0x518
0.075129000000000,USB LS and FS,CRC OK 0x01
0.075129440000000,USB LS and FS,EOP
0.076126800000000,USB LS and FS,SYNC
0.076127480000000,USB LS and FS,PID SOF
0.076128120000000,USB LS and FS,Frame # 0x519
0.076129040000000,USB LS and FS,CRC OK 0x1E
0.076129480000000,USB LS and FS,EOP
0.077126840000000,USB LS and FS,SYNC
0.077127520000000,USB LS and FS,PID SOF
0.077128200000000,USB LS and FS,Frame # 0x51A
0.077129080000000,USB LS and FS,CRC OK 0x16
0.077129520000000,USB LS and FS,EOP
0.078126920000000,USB LS and FS,SYNC
0.078127560000000,USB LS and FS,PID SOF
0.078128240000000,USB LS and FS,Frame # 0x51B
0.078129160000000,USB LS and FS,CRC OK 0x09
0.078129600000000,USB LS and FS,EOP
0.079126960000000,USB LS and FS,SYNC
0.079127600000000,USB LS and FS,PID SOF
0.079128280000000,USB LS and FS,Frame # 0x51C
0.079129200000000,USB LS and FS,CRC OK 0x06
0.079129640000000,USB LS and FS,EOP
0.080127000000000,USB LS and FS,SYNC
0.080127640000000,USB LS and FS,PID SOF
0.080128320000000,USB LS and FS,Frame # 0x51D
0.080129240000000,USB LS and FS,CRC OK 0x19
0.080129680000000,USB LS and FS,EOP
0.081127040000000,USB LS and FS,SYNC
0.081127680000000,USB LS and FS,PID SOF
0.081128360000000,USB LS and FS,Frame # 0x51E
