Time [s], Analyzer Name, Decoded Protocol Result,,,,,,
5.22886128,USB LS and FS,PID DATA1,,,,,,
5.22886196,USB LS and FS,CRC OK '0' (0x0000),,,,,,
5.22886332,USB LS and FS,EOP,,,,,,
5.22886392,USB LS and FS,SYNC,,,,,,
5.22886456,USB LS and FS,PID ACK,,,,,,
5.22886524,USB LS and FS,EOP,,,,,,
5.2290048,USB LS and FS,Reset,,,,,,
5.2448256,USB LS and FS,SYNC,,,,,,
5.24482628,USB LS and FS,PID SOF,,,,,,
5.24482692,USB LS and FS,Frame # '713' (0x2C9),,,,,,
5.24482788,USB LS and FS,CRC OK '4' (0x04),,,,,,
5.24482828,USB LS and FS,EOP,,,,,,
5.24582572,USB LS and FS,SYNC,,,,,,
5.24582636,USB LS and FS,PID SOF,,,,,,
5.24582704,USB LS and FS,Frame # '714' (0x2CA),,,,,,
5.24582796,USB LS and FS,CRC OK '12' (0x0C),,,,,,
5.24582836,USB LS and FS,EOP,,,,,,
5.24682572,USB LS and FS,SYNC,,,,,,
5.2468264,USB LS and FS,PID SOF,,,,,,
5.24682704,USB LS and FS,Frame # '715' (0x2CB),,,,,,
5.24682796,USB LS and FS,CRC OK '19' (0x13),,,,,,
5.2468284,USB LS and FS,EOP,,,,,,
5.24782576,USB LS and FS,SYNC,,,,,,
5.24782644,USB LS and FS,PID SOF,,,,,,
5.24782712,USB LS and FS,Frame # '716' (0x2CC),,,,,,
5.247828,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.24782844,USB LS and FS,EOP,,,,,,
5.2488258,USB LS and FS,SYNC,,,,,,
5.24882648,USB LS and FS,PID SOF,,,,,,
5.24882712,USB LS and FS,Frame # '717' (0x2CD),,,,,,
5.24882804,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.24882848,USB LS and FS,EOP,,,,,,
5.24982584,USB LS and FS,SYNC,,,,,,
5.24982652,USB LS and FS,PID SOF,,,,,,
5.2498272,USB LS and FS,Frame # '718' (0x2CE),,,,,,
5.24982808,USB LS and FS,CRC OK '11' (0x0B),,,,,,
5.24982852,USB LS and FS,EOP,,,,,,
5.25082592,USB LS and FS,SYNC,,,,,,
5.25082656,USB LS and FS,PID SOF,,,,,,
5.25082724,USB LS and FS,Frame # '719' (0x2CF),,,,,,
5.25082816,USB LS and FS,CRC OK '20' (0x14),,,,,,
5.2508286,USB LS and FS,EOP,,,,,,
5.25182596,USB LS and FS,SYNC,,,,,,
5.2518266,USB LS and FS,PID SOF,,,,,,
5.25182728,USB LS and FS,Frame # '720' (0x2D0),,,,,,
5.2518282,USB LS and FS,CRC OK \t (0x09),,,,,,
5.25182864,USB LS and FS,EOP,,,,,,
5.252826,USB LS and FS,SYNC,,,,,,
5.25282664,USB LS and FS,PID SOF,,,,,,
5.25282732,USB LS and FS,Frame # '721' (0x2D1),,,,,,
5.25282824,USB LS and FS,CRC OK '22' (0x16),,,,,,
5.25282868,USB LS and FS,EOP,,,,,,
5.25382604,USB LS and FS,SYNC,,,,,,
5.25382668,USB LS and FS,PID SOF,,,,,,
5.25382736,USB LS and FS,Frame # '722' (0x2D2),,,,,,
5.25382828,USB LS and FS,CRC OK '30' (0x1E),,,,,,
5.25382872,USB LS and FS,EOP,,,,,,
5.25482608,USB LS and FS,SYNC,,,,,,
5.25482676,USB LS and FS,PID SOF,,,,,,
5.25482744,USB LS and FS,Frame # '723' (0x2D3),,,,,,
5.25482836,USB LS and FS,CRC OK '1' (0x01),,,,,,
5.25482876,USB LS and FS,EOP,,,,,,
5.25582612,USB LS and FS,SYNC,,,,,,
5.2558268,USB LS and FS,PID SOF,,,,,,
5.25582748,USB LS and FS,Frame # '724' (0x2D4),,,,,,
5.2558284,USB LS and FS,CRC OK '14' (0x0E),,,,,,
5.2558288,USB LS and FS,EOP,,,,,,
5.25682616,USB LS and FS,SYNC,,,,,,
5.25682684,USB LS and FS,PID SOF,,,,,,
5.25682752,USB LS and FS,Frame # '725' (0x2D5),,,,,,
5.25682844,USB LS and FS,CRC OK '17' (0x11),,,,,,
5.25682884,USB LS and FS,EOP,,,,,,
5.25782624,USB LS and FS,SYNC,,,,,,
5.25782688,USB LS and FS,PID SOF,,,,,,
5.25782756,USB LS and FS,Frame # '726' (0x2D6),,,,,,
5.25782848,USB LS and FS,CRC OK '25' (0x19),,,,,,
5.25782888,USB LS and FS,EOP,,,,,,
5.25882628,USB LS and FS,SYNC,,,,,,
5.25882692,USB LS and FS,PID SOF,,,,,,
5.2588276,USB LS and FS,Frame # '727' (0x2D7),,,,,,
5.25882852,USB LS and FS,CRC OK '6' (0x06),,,,,,
5.25882896,USB LS and FS,EOP,,,,,,
5.25982632,USB LS and FS,SYNC,,,,,,
5.259827,USB LS and FS,PID SOF,,,,,,
5.25982764,USB LS and FS,Frame # '728' (0x2D8),,,,,,
5.25982856,USB LS and FS,CRC OK '7' (0x07),,,,,,
5.259829,USB LS and FS,EOP,,,,,,
5.26082636,USB LS and FS,SYNC,,,,,,
5.26082704,USB LS and FS,PID SOF,,,,,,
5.26082768,USB LS and FS,Frame # '729' (0x2D9),,,,,,
5.2608286,USB LS and FS,CRC OK '24' (0x18),,,,,,
5.26082904,USB LS and FS,EOP,,,,,,
5.2618264,USB LS and FS,SYNC,,,,,,
5.26182708,USB LS and FS,PID SOF,,,,,,
5.26182772,USB LS and FS,Frame # '730' (0x2DA),,,,,,
5.26182864,USB LS and FS,CRC OK '16' (0x10),,,,,,
5.26182908,USB LS and FS,EOP,,,,,,
5.26282648,USB LS and FS,SYNC,,,,,,
5.26282712,USB LS and FS,PID SOF,,,,,,
5.2628278,USB LS and FS,Frame # '731' (0x2DB),,,,,,
5.26282872,USB LS and FS,CRC OK '15' (0x0F),,,,,,
5.26282912,USB LS and FS,EOP,,,,,,
5.26382652,USB LS and FS,SYNC,,,,,,
5.26382716,USB LS and FS,PID SOF,,,,,,
5.26382784,USB LS and FS,Frame # '732' (0x2DC),,,,,,
5.26382876,USB LS and FS,CRC OK '0' (0x00),,,,,,
5.26382916,USB LS and FS,EOP,,,,,,
5.26482656,USB LS and FS,SYNC,,,,,,
5.2648272,USB LS and FS,PID SOF,,,,,,
5.26482788,USB LS and FS,Frame # '733' (0x2DD),,,,,,
5.2648288,USB LS and FS,CRC OK '31' (0x1F),,,,,,
5.2648292,USB LS and FS,EOP,,,,,,
5.2658266,USB LS and FS,SYNC,,,,,,
5.26582724,USB LS and FS,PID SOF,,,,,,
5.26582792,USB LS and FS,Frame # '734' (0x2DE),,,,,,
5.26582884,USB LS and FS,CRC OK '23' (0x17),,,,,,
5.26582924,USB LS and FS,EOP,,,,,,
5.26682668,USB LS and FS,SYNC,,,,,,
5.26682732,USB LS and FS,PID SOF,,,,,,
5.266828,USB LS and FS,Frame # '735' (0x2DF),,,,,,
5.266829,USB LS and FS,CRC OK '8' (0x08),,,,,,
5.2668294,USB LS and FS,EOP,,,,,,
5.26782668,USB LS and FS,SYNC,,,,,,
5.26782736,USB LS and FS,PID SOF,,,,,,
5.267828,USB LS and FS,Frame # '736' (0x2E0),,,,,,
5.26782892,USB LS and FS,CRC OK '4' (0x04),,,,,,
5.26782936,USB LS and FS,EOP,,,,,,
5.26882672,USB LS and FS,SYNC,,,,,,
5.2688274,USB LS and FS,PID SOF,,,,,,
5.26882804,USB LS and FS,Frame # '737' (0x2E1),,,,,,
5.26882896,USB LS and FS,CRC OK '27' (0x1B),,,,,,
5.2688294,USB LS and FS,EOP,,,,,,
5.26982676,USB LS and FS,SYNC,,,,,,
5.26982744,USB LS and FS,PID SOF,,,,,,
5.26982812,USB LS and FS,Frame # '738' (0x2E2),,,,,,
5.269829,USB LS and FS,CRC OK '19' (0x13),,,,,,
5.26982944,USB LS and FS,EOP,,,,,,
5.2708268,USB LS and FS,SYNC,,,,,,
5.27082748,USB LS and FS,PID SOF,,,,,,
5.27082812,USB LS and FS,Frame # '739' (0x2E3),,,,,,
5.27082908,USB LS and FS,CRC OK '12' (0x0C),,,,,,
5.27082948,USB LS and FS,EOP,,,,,,
5.27182688,USB LS and FS,SYNC,,,,,,
5.27182752,USB LS and FS,PID SOF,,,,,,
5.2718282,USB LS and FS,Frame # '740' (0x2E4),,,,,,
5.27182912,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.27182956,USB LS and FS,EOP,,,,,,
5.27282692,USB LS and FS,SYNC,,,,,,
5.27282756,USB LS and FS,PID SOF,,,,,,
5.27282824,USB LS and FS,Frame # '741' (0x2E5),,,,,,
5.27282916,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.2728296,USB LS and FS,EOP,,,,,,
5.27382696,USB LS and FS,SYNC,,,,,,
5.2738276,USB LS and FS,PID SOF,,,,,,
5.27382828,USB LS and FS,Frame # '742' (0x2E6),,,,,,
5.2738292,USB LS and FS,CRC OK '20' (0x14),,,,,,
5.27382964,USB LS and FS,EOP,,,,,,
5.274827,USB LS and FS,SYNC,,,,,,
5.27482764,USB LS and FS,PID SOF,,,,,,
5.27482832,USB LS and FS,Frame # '743' (0x2E7),,,,,,
5.27482924,USB LS and FS,CRC OK '11' (0x0B),,,,,,
5.27482968,USB LS and FS,EOP,,,,,,
5.27582704,USB LS and FS,SYNC,,,,,,
5.27582772,USB LS and FS,PID SOF,,,,,,
5.2758284,USB LS and FS,Frame # '744' (0x2E8),,,,,,
5.27582932,USB LS and FS,CRC OK \n (0x0A),,,,,,
5.27582972,USB LS and FS,EOP,,,,,,
5.27682708,USB LS and FS,SYNC,,,,,,
5.27682776,USB LS and FS,PID SOF,,,,,,
5.27682844,USB LS and FS,Frame # '745' (0x2E9),,,,,,
5.27682936,USB LS and FS,CRC OK '21' (0x15),,,,,,
5.27682976,USB LS and FS,EOP,,,,,,
5.27782712,USB LS and FS,SYNC,,,,,,
5.2778278,USB LS and FS,PID SOF,,,,,,
5.27782848,USB LS and FS,Frame # '746' (0x2EA),,,,,,
5.2778294,USB LS and FS,CRC OK '29' (0x1D),,,,,,
5.2778298,USB LS and FS,EOP,,,,,,
5.27882716,USB LS and FS,SYNC,,,,,,
5.27882784,USB LS and FS,PID SOF,,,,,,
5.27882852,USB LS and FS,Frame # '747' (0x2EB),,,,,,
5.27882944,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.27882984,USB LS and FS,EOP,,,,,,
5.2798272,USB LS and FS,SYNC,,,,,,
5.27982788,USB LS and FS,PID SOF,,,,,,
5.27982852,USB LS and FS,Frame # '748' (0x2EC),,,,,,
5.27982944,USB LS and FS,CRC OK \r (0x0D),,,,,,
5.27982988,USB LS and FS,EOP,,,,,,
5.28082728,USB LS and FS,SYNC,,,,,,
5.28082792,USB LS and FS,PID SOF,,,,,,
5.2808286,USB LS and FS,Frame # '749' (0x2ED),,,,,,
5.28082952,USB LS and FS,CRC OK '18' (0x12),,,,,,
5.28082996,USB LS and FS,EOP,,,,,,
5.28182732,USB LS and FS,SYNC,,,,,,
5.281828,USB LS and FS,PID SOF,,,,,,
5.28182864,USB LS and FS,Frame # '750' (0x2EE),,,,,,
5.28182956,USB LS and FS,CRC OK '26' (0x1A),,,,,,
5.28183,USB LS and FS,EOP,,,,,,
5.28282736,USB LS and FS,SYNC,,,,,,
5.28282804,USB LS and FS,PID SOF,,,,,,
5.28282868,USB LS and FS,Frame # '751' (0x2EF),,,,,,
5.2828296,USB LS and FS,CRC OK '5' (0x05),,,,,,
5.28283004,USB LS and FS,EOP,,,,,,
5.2838274,USB LS and FS,SYNC,,,,,,
5.28382808,USB LS and FS,PID SOF,,,,,,
5.28382872,USB LS and FS,Frame # '752' (0x2F0),,,,,,
5.28382964,USB LS and FS,CRC OK '24' (0x18),,,,,,
5.28383008,USB LS and FS,EOP,,,,,,
5.28482748,USB LS and FS,SYNC,,,,,,
5.28482812,USB LS and FS,PID SOF,,,,,,
5.2848288,USB LS and FS,Frame # '753' (0x2F1),,,,,,
5.28482972,USB LS and FS,CRC OK '7' (0x07),,,,,,
5.28483012,USB LS and FS,EOP,,,,,,
5.28582752,USB LS and FS,SYNC,,,,,,
5.28582816,USB LS and FS,PID SOF,,,,,,
5.28582884,USB LS and FS,Frame # '754' (0x2F2),,,,,,
5.28582976,USB LS and FS,CRC OK '15' (0x0F),,,,,,
5.28583016,USB LS and FS,EOP,,,,,,
5.28682756,USB LS and FS,SYNC,,,,,,
5.2868282,USB LS and FS,PID SOF,,,,,,
5.28682888,USB LS and FS,Frame # '755' (0x2F3),,,,,,
5.2868298,USB LS and FS,CRC OK '16' (0x10),,,,,,
5.2868302,USB LS and FS,EOP,,,,,,
5.2878276,USB LS and FS,SYNC,,,,,,
5.28782824,USB LS and FS,PID SOF,,,,,,
5.28782892,USB LS and FS,Frame # '756' (0x2F4),,,,,,
5.28782984,USB LS and FS,CRC OK '31' (0x1F),,,,,,
5.28783024,USB LS and FS,EOP,,,,,,
5.28882764,USB LS and FS,SYNC,,,,,,
5.28882832,USB LS and FS,PID SOF,,,,,,
5.28882896,USB LS and FS,Frame # '757' (0x2F5),,,,,,
5.28882988,USB LS and FS,CRC OK '0' (0x00),,,,,,
5.28883032,USB LS and FS,EOP,,,,,,
5.28982768,USB LS and FS,SYNC,,,,,,
5.28982836,USB LS and FS,PID SOF,,,,,,
5.289829,USB LS and FS,Frame # '758' (0x2F6),,,,,,
5.28982992,USB LS and FS,CRC OK '8' (0x08),,,,,,
5.28983036,USB LS and FS,EOP,,,,,,
5.29082772,USB LS and FS,SYNC,,,,,,
5.2908284,USB LS and FS,PID SOF,,,,,,
5.29082904,USB LS and FS,Frame # '759' (0x2F7),,,,,,
5.29082996,USB LS and FS,CRC OK '23' (0x17),,,,,,
5.2908304,USB LS and FS,EOP,,,,,,
5.29182776,USB LS and FS,SYNC,,,,,,
5.29182844,USB LS and FS,PID SOF,,,,,,
5.29182912,USB LS and FS,Frame # '760' (0x2F8),,,,,,
5.29183,USB LS and FS,CRC OK '22' (0x16),,,,,,
5.29183044,USB LS and FS,EOP,,,,,,
5.2928278,USB LS and FS,SYNC,,,,,,
5.29282844,USB LS and FS,PID SOF,,,,,,
5.29282912,USB LS and FS,Frame # '761' (0x2F9),,,,,,
5.29283004,USB LS and FS,CRC OK \t (0x09),,,,,,
5.29283048,USB LS and FS,EOP,,,,,,
5.29382788,USB LS and FS,SYNC,,,,,,
5.29382852,USB LS and FS,PID SOF,,,,,,
5.2938292,USB LS and FS,Frame # '762' (0x2FA),,,,,,
5.29383012,USB LS and FS,CRC OK '1' (0x01),,,,,,
5.29383056,USB LS and FS,EOP,,,,,,
5.29482792,USB LS and FS,SYNC,,,,,,
5.29482856,USB LS and FS,PID SOF,,,,,,
5.29482924,USB LS and FS,Frame # '763' (0x2FB),,,,,,
5.29483016,USB LS and FS,CRC OK '30' (0x1E),,,,,,
5.2948306,USB LS and FS,EOP,,,,,,
5.29582796,USB LS and FS,SYNC,,,,,,
5.2958286,USB LS and FS,PID SOF,,,,,,
5.29582928,USB LS and FS,Frame # '764' (0x2FC),,,,,,
5.29583028,USB LS and FS,CRC OK '17' (0x11),,,,,,
5.29583072,USB LS and FS,EOP,,,,,,
5.296828,USB LS and FS,SYNC,,,,,,
5.29682864,USB LS and FS,PID SOF,,,,,,
5.29682932,USB LS and FS,Frame # '765' (0x2FD),,,,,,
5.29683032,USB LS and FS,CRC OK '14' (0x0E),,,,,,
5.29683076,USB LS and FS,EOP,,,,,,
5.29782804,USB LS and FS,SYNC,,,,,,
5.29782872,USB LS and FS,PID SOF,,,,,,
5.2978294,USB LS and FS,Frame # '766' (0x2FE),,,,,,
5.2978304,USB LS and FS,CRC OK '6' (0x06),,,,,,
5.2978308,USB LS and FS,EOP,,,,,,
5.29882808,USB LS and FS,SYNC,,,,,,
5.29882876,USB LS and FS,PID SOF,,,,,,
5.29882944,USB LS and FS,Frame # '767' (0x2FF),,,,,,
5.29883044,USB LS and FS,CRC OK '25' (0x19),,,,,,
5.29883084,USB LS and FS,EOP,,,,,,
5.29982812,USB LS and FS,SYNC,,,,,,
5.2998288,USB LS and FS,PID SOF,,,,,,
5.29982948,USB LS and FS,Frame # '768' (0x300),,,,,,
5.2998304,USB LS and FS,CRC OK \r (0x0D),,,,,,
5.2998308,USB LS and FS,EOP,,,,,,
5.30082816,USB LS and FS,SYNC,,,,,,
5.30082884,USB LS and FS,PID SOF,,,,,,
5.30082952,USB LS and FS,Frame # '769' (0x301),,,,,,
5.30083044,USB LS and FS,CRC OK '18' (0x12),,,,,,
5.30083084,USB LS and FS,EOP,,,,,,
5.30182824,USB LS and FS,SYNC,,,,,,
5.30182888,USB LS and FS,PID SOF,,,,,,
5.30182956,USB LS and FS,Frame # '770' (0x302),,,,,,
5.30183048,USB LS and FS,CRC OK '26' (0x1A),,,,,,
5.30183092,USB LS and FS,EOP,,,,,,
5.30282828,USB LS and FS,SYNC,,,,,,
5.30282892,USB LS and FS,PID SOF,,,,,,
5.3028296,USB LS and FS,Frame # '771' (0x303),,,,,,
5.30283052,USB LS and FS,CRC OK '5' (0x05),,,,,,
5.30283096,USB LS and FS,EOP,,,,,,
5.30382832,USB LS and FS,SYNC,,,,,,
5.30382896,USB LS and FS,PID SOF,,,,,,
5.30382964,USB LS and FS,Frame # '772' (0x304),,,,,,
5.30383056,USB LS and FS,CRC OK \n (0x0A),,,,,,
5.303831,USB LS and FS,EOP,,,,,,
5.30482836,USB LS and FS,SYNC,,,,,,
5.30482904,USB LS and FS,PID SOF,,,,,,
5.30482968,USB LS and FS,Frame # '773' (0x305),,,,,,
5.3048306,USB LS and FS,CRC OK '21' (0x15),,,,,,
5.30483104,USB LS and FS,EOP,,,,,,
5.3058284,USB LS and FS,SYNC,,,,,,
5.30582908,USB LS and FS,PID SOF,,,,,,
5.30582976,USB LS and FS,Frame # '774' (0x306),,,,,,
5.30583068,USB LS and FS,CRC OK '29' (0x1D),,,,,,
5.30583108,USB LS and FS,EOP,,,,,,
5.30682848,USB LS and FS,SYNC,,,,,,
5.30682912,USB LS and FS,PID SOF,,,,,,
5.3068298,USB LS and FS,Frame # '775' (0x307),,,,,,
5.30683072,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.30683112,USB LS and FS,EOP,,,,,,
5.30782852,USB LS and FS,SYNC,,,,,,
5.30782916,USB LS and FS,PID SOF,,,,,,
5.30782984,USB LS and FS,Frame # '776' (0x308),,,,,,
5.30783076,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.30783116,USB LS and FS,EOP,,,,,,
5.30882856,USB LS and FS,SYNC,,,,,,
5.3088292,USB LS and FS,PID SOF,,,,,,
5.30882988,USB LS and FS,Frame # '777' (0x309),,,,,,
5.3088308,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.3088312,USB LS and FS,EOP,,,,,,
5.3098286,USB LS and FS,SYNC,,,,,,
5.30982928,USB LS and FS,PID SOF,,,,,,
5.30982996,USB LS and FS,Frame # '778' (0x30A),,,,,,
5.30983088,USB LS and FS,CRC OK '20' (0x14),,,,,,
5.30983128,USB LS and FS,EOP,,,,,,
5.31082864,USB LS and FS,SYNC,,,,,,
5.31082932,USB LS and FS,PID SOF,,,,,,
5.31082996,USB LS and FS,Frame # '779' (0x30B),,,,,,
5.31083088,USB LS and FS,CRC OK '11' (0x0B),,,,,,
5.31083132,USB LS and FS,EOP,,,,,,
5.31182868,USB LS and FS,SYNC,,,,,,
5.31182936,USB LS and FS,PID SOF,,,,,,
5.31183,USB LS and FS,Frame # '780' (0x30C),,,,,,
5.31183092,USB LS and FS,CRC OK '4' (0x04),,,,,,
5.31183136,USB LS and FS,EOP,,,,,,
5.31282872,USB LS and FS,SYNC,,,,,,
5.3128294,USB LS and FS,PID SOF,,,,,,
5.31283004,USB LS and FS,Frame # '781' (0x30D),,,,,,
5.31283096,USB LS and FS,CRC OK '27' (0x1B),,,,,,
5.3128314,USB LS and FS,EOP,,,,,,
5.31382876,USB LS and FS,SYNC,,,,,,
5.31382944,USB LS and FS,PID SOF,,,,,,
5.31383012,USB LS and FS,Frame # '782' (0x30E),,,,,,
5.313831,USB LS and FS,CRC OK '19' (0x13),,,,,,
5.31383144,USB LS and FS,EOP,,,,,,
5.31482884,USB LS and FS,SYNC,,,,,,
5.31482948,USB LS and FS,PID SOF,,,,,,
5.31483016,USB LS and FS,Frame # '783' (0x30F),,,,,,
5.31483108,USB LS and FS,CRC OK '12' (0x0C),,,,,,
5.31483148,USB LS and FS,EOP,,,,,,
5.31582888,USB LS and FS,SYNC,,,,,,
5.31582952,USB LS and FS,PID SOF,,,,,,
5.3158302,USB LS and FS,Frame # '784' (0x310),,,,,,
5.31583112,USB LS and FS,CRC OK '17' (0x11),,,,,,
5.31583156,USB LS and FS,EOP,,,,,,
5.31682892,USB LS and FS,SYNC,,,,,,
5.31682956,USB LS and FS,PID SOF,,,,,,
5.31683024,USB LS and FS,Frame # '785' (0x311),,,,,,
5.31683116,USB LS and FS,CRC OK '14' (0x0E),,,,,,
5.3168316,USB LS and FS,EOP,,,,,,
5.31782896,USB LS and FS,SYNC,,,,,,
5.3178296,USB LS and FS,PID SOF,,,,,,
5.31783028,USB LS and FS,Frame # '786' (0x312),,,,,,
5.3178312,USB LS and FS,CRC OK '6' (0x06),,,,,,
5.31783164,USB LS and FS,EOP,,,,,,
5.318829,USB LS and FS,SYNC,,,,,,
5.31882968,USB LS and FS,PID SOF,,,,,,
5.31883032,USB LS and FS,Frame # '787' (0x313),,,,,,
5.31883124,USB LS and FS,CRC OK '25' (0x19),,,,,,
5.31883168,USB LS and FS,EOP,,,,,,
5.31982904,USB LS and FS,SYNC,,,,,,
5.31982972,USB LS and FS,PID SOF,,,,,,
5.3198304,USB LS and FS,Frame # '788' (0x314),,,,,,
5.31983132,USB LS and FS,CRC OK '22' (0x16),,,,,,
5.31983172,USB LS and FS,EOP,,,,,,
5.32082908,USB LS and FS,SYNC,,,,,,
5.32082976,USB LS and FS,PID SOF,,,,,,
5.32083044,USB LS and FS,Frame # '789' (0x315),,,,,,
5.32083136,USB LS and FS,CRC OK \t (0x09),,,,,,
5.32083176,USB LS and FS,EOP,,,,,,
5.32182912,USB LS and FS,SYNC,,,,,,
5.3218298,USB LS and FS,PID SOF,,,,,,
5.32183048,USB LS and FS,Frame # '790' (0x316),,,,,,
5.3218314,USB LS and FS,CRC OK '1' (0x01),,,,,,
5.3218318,USB LS and FS,EOP,,,,,,
5.3228292,USB LS and FS,SYNC,,,,,,
5.32282984,USB LS and FS,PID SOF,,,,,,
5.32283052,USB LS and FS,Frame # '791' (0x317),,,,,,
5.32283144,USB LS and FS,CRC OK '30' (0x1E),,,,,,
5.32283188,USB LS and FS,EOP,,,,,,
5.32382924,USB LS and FS,SYNC,,,,,,
5.32382988,USB LS and FS,PID SOF,,,,,,
5.32383056,USB LS and FS,Frame # '792' (0x318),,,,,,
5.32383148,USB LS and FS,CRC OK '31' (0x1F),,,,,,
5.32383192,USB LS and FS,EOP,,,,,,
5.32482928,USB LS and FS,SYNC,,,,,,
5.32482992,USB LS and FS,PID SOF,,,,,,
5.3248306,USB LS and FS,Frame # '793' (0x319),,,,,,
5.32483152,USB LS and FS,CRC OK '0' (0x00),,,,,,
5.32483196,USB LS and FS,EOP,,,,,,
5.32582932,USB LS and FS,SYNC,,,,,,
5.32582996,USB LS and FS,PID SOF,,,,,,
5.32583064,USB LS and FS,Frame # '794' (0x31A),,,,,,
5.32583156,USB LS and FS,CRC OK '8' (0x08),,,,,,
5.325832,USB LS and FS,EOP,,,,,,
5.32682936,USB LS and FS,SYNC,,,,,,
5.32683004,USB LS and FS,PID SOF,,,,,,
5.32683072,USB LS and FS,Frame # '795' (0x31B),,,,,,
5.32683164,USB LS and FS,CRC OK '23' (0x17),,,,,,
5.32683204,USB LS and FS,EOP,,,,,,
5.3273118,USB LS and FS,SYNC,,,,,,
5.32731244,USB LS and FS,PID SETUP,,,,,,
5.32731312,USB LS and FS,Address='0' (0x00) Endpoint='0' (0x00),,,,,,
5.32731404,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.32731448,USB LS and FS,EOP,,,,,,
5.3273152,USB LS and FS,SYNC,,,,,,
5.32731588,USB LS and FS,PID DATA0,,,,,,
5.32731656,USB LS and FS,Byte '0' (0x00),,,,,,
5.3273172,USB LS and FS,Byte '5' (0x05),,,,,,
5.32731788,USB LS and FS,Byte & (0x26),,,,,,
5.32731856,USB LS and FS,Byte '0' (0x00),,,,,,
5.3273192,USB LS and FS,Byte '0' (0x00),,,,,,
5.32731988,USB LS and FS,Byte '0' (0x00),,,,,,
5.32732056,USB LS and FS,Byte '0' (0x00),,,,,,
5.3273212,USB LS and FS,Byte '0' (0x00),,,,,,
5.32732188,USB LS and FS,CRC OK '62189' (0xF2ED),,,,,,
5.3273232,USB LS and FS,EOP,,,,,,
5.32732384,USB LS and FS,SYNC,,,,,,
5.32732452,USB LS and FS,PID ACK,,,,,,
5.3273252,USB LS and FS,EOP,,,,,,
5.32736488,USB LS and FS,SYNC,,,,,,
5.32736556,USB LS and FS,PID IN,,,,,,
5.32736624,USB LS and FS,Address='0' (0x00) Endpoint='0' (0x00),,,,,,
5.32736716,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.32736756,USB LS and FS,EOP,,,,,,
5.32736816,USB LS and FS,SYNC,,,,,,
5.32736884,USB LS and FS,PID NAK,,,,,,
5.32736952,USB LS and FS,EOP,,,,,,
5.3278294,USB LS and FS,SYNC,,,,,,
5.32783008,USB LS and FS,PID SOF,,,,,,
5.32783076,USB LS and FS,Frame # '796' (0x31C),,,,,,
5.32783168,USB LS and FS,CRC OK '24' (0x18),,,,,,
5.32783208,USB LS and FS,EOP,,,,,,
5.32859592,USB LS and FS,SYNC,,,,,,
5.32859656,USB LS and FS,PID IN,,,,,,
5.32859724,USB LS and FS,Address='0' (0x00) Endpoint='0' (0x00),,,,,,
5.32859816,USB LS and FS,CRC OK '2' (0x02),,,,,,
5.3285986,USB LS and FS,EOP,,,,,,
5.3285992,USB LS and FS,SYNC,,,,,,
5.32859988,USB LS and FS,PID DATA1,,,,,,
5.32860056,USB LS and FS,CRC OK '0' (0x0000),,,,,,
5.32860188,USB LS and FS,EOP,,,,,,
5.32860264,USB LS and FS,SYNC,,,,,,
5.32860332,USB LS and FS,PID ACK,,,,,,
5.328604,USB LS and FS,EOP,,,,,,
5.32882948,USB LS and FS,SYNC,,,,,,
5.32883012,USB LS and FS,PID SOF,,,,,,
5.3288308,USB LS and FS,Frame # '797' (0x31D),,,,,,
5.32883172,USB LS and FS,CRC OK '7' (0x07),,,,,,
5.32883212,USB LS and FS,EOP,,,,,,
5.32982952,USB LS and FS,SYNC,,,,,,
5.32983016,USB LS and FS,PID SOF,,,,,,
5.32983084,USB LS and FS,Frame # '798' (0x31E),,,,,,
5.32983176,USB LS and FS,CRC OK '15' (0x0F),,,,,,
5.32983216,USB LS and FS,EOP,,,,,,
5.33082956,USB LS and FS,SYNC,,,,,,
5.33083024,USB LS and FS,PID SOF,,,,,,
5.33083092,USB LS and FS,Frame # '799' (0x31F),,,,,,
5.33083192,USB LS and FS,CRC OK '16' (0x10),,,,,,
5.33083232,USB LS and FS,EOP,,,,,,
5.3318296,USB LS and FS,SYNC,,,,,,
5.33183028,USB LS and FS,PID SOF,,,,,,
5.33183092,USB LS and FS,Frame # '800' (0x320),,,,,,
5.33183184,USB LS and FS,CRC OK '28' (0x1C),,,,,,
5.33183228,USB LS and FS,EOP,,,,,,
5.33282964,USB LS and FS,SYNC,,,,,,
5.33283032,USB LS and FS,PID SOF,,,,,,
5.33283096,USB LS and FS,Frame # '801' (0x321),,,,,,
5.33283188,USB LS and FS,CRC OK '3' (0x03),,,,,,
5.33283232,USB LS and FS,EOP,,,,,,
5.33382968,USB LS and FS,SYNC,,,,,,
5.33383036,USB LS and FS,PID SOF,,,,,,
