Time [s], Analyzer Name, Decoded Protocol Result
7.51593048,USB LS and FS,Byte '168' (0xA8)
7.51593112,USB LS and FS,Byte # (0x23)
7.5159318,USB LS and FS,EOP
7.51692916,USB LS and FS,Byte '128' (0x80)
7.51692984,USB LS and FS,Byte '165' (0xA5)
7.51693052,USB LS and FS,Byte '169' (0xA9)
7.51693116,USB LS and FS,Byte '219' (0xDB)
7.51693184,USB LS and FS,EOP
7.51694812,USB LS and FS,Byte '128' (0x80)
7.5169488,USB LS and FS,Byte i (0x69)
7.51694948,USB LS and FS,Byte & (0x26)
7.51695012,USB LS and FS,Byte '24' (0x18)
7.5169508,USB LS and FS,EOP
7.5169514,USB LS and FS,Byte '128' (0x80)
7.51695208,USB LS and FS,Byte Z (0x5A)
7.51695276,USB LS and FS,EOP
7.51792924,USB LS and FS,Byte '128' (0x80)
7.51792988,USB LS and FS,Byte '165' (0xA5)
7.51793056,USB LS and FS,Byte '170' (0xAA)
7.51793124,USB LS and FS,Byte '155' (0x9B)
7.51793192,USB LS and FS,EOP
7.5181994,USB LS and FS,Byte '128' (0x80)
7.51820008,USB LS and FS,Byte i (0x69)
7.51820076,USB LS and FS,Byte & (0x26)
7.5182014,USB LS and FS,Byte '24' (0x18)
7.51820208,USB LS and FS,EOP
7.51820272,USB LS and FS,Byte '128' (0x80)
7.51820336,USB LS and FS,Byte Z (0x5A)
7.51820404,USB LS and FS,EOP
7.51892928,USB LS and FS,Byte '128' (0x80)
7.51892992,USB LS and FS,Byte '165' (0xA5)
7.5189306,USB LS and FS,Byte '171' (0xAB)
7.51893128,USB LS and FS,Byte c (0x63)
7.51893196,USB LS and FS,EOP
7.51944824,USB LS and FS,Byte '128' (0x80)
7.51944888,USB LS and FS,Byte i (0x69)
7.51944956,USB LS and FS,Byte & (0x26)
7.51945024,USB LS and FS,Byte '24' (0x18)
7.51945092,USB LS and FS,EOP
7.51945148,USB LS and FS,Byte '128' (0x80)
7.51945216,USB LS and FS,Byte Z (0x5A)
7.51945284,USB LS and FS,EOP
7.51992932,USB LS and FS,Byte '128' (0x80)
7.51992996,USB LS and FS,Byte '165' (0xA5)
7.51993064,USB LS and FS,Byte '172' (0xAC)
7.51993132,USB LS and FS,Byte '27' (0x1B)
7.519932,USB LS and FS,EOP
7.52069704,USB LS and FS,Byte '128' (0x80)
7.52069772,USB LS and FS,Byte i (0x69)
7.5206984,USB LS and FS,Byte & (0x26)
7.52069904,USB LS and FS,Byte '24' (0x18)
7.52069972,USB LS and FS,EOP
7.52070028,USB LS and FS,Byte '128' (0x80)
7.52070096,USB LS and FS,Byte Z (0x5A)
7.52070164,USB LS and FS,EOP
7.52092936,USB LS and FS,Byte '128' (0x80)
7.52093,USB LS and FS,Byte '165' (0xA5)
7.52093068,USB LS and FS,Byte '173' (0xAD)
7.52093136,USB LS and FS,Byte '227' (0xE3)
7.52093204,USB LS and FS,EOP
7.5219294,USB LS and FS,Byte '128' (0x80)
7.52193008,USB LS and FS,Byte '165' (0xA5)
7.52193076,USB LS and FS,Byte '174' (0xAE)
7.5219314,USB LS and FS,Byte '163' (0xA3)
7.52193208,USB LS and FS,EOP
7.52194728,USB LS and FS,Byte '128' (0x80)
7.52194796,USB LS and FS,Byte i (0x69)
7.5219486,USB LS and FS,Byte & (0x26)
7.52194928,USB LS and FS,Byte '24' (0x18)
7.52194996,USB LS and FS,EOP
7.52195052,USB LS and FS,Byte '128' (0x80)
7.52195116,USB LS and FS,Byte Z (0x5A)
7.52195184,USB LS and FS,EOP
7.52292948,USB LS and FS,Byte '128' (0x80)
7.52293012,USB LS and FS,Byte '165' (0xA5)
7.5229308,USB LS and FS,Byte '175' (0xAF)
7.52293144,USB LS and FS,Byte [ (0x5B)
7.52293212,USB LS and FS,EOP
7.5231984,USB LS and FS,Byte '128' (0x80)
7.52319908,USB LS and FS,Byte i (0x69)
7.52319972,USB LS and FS,Byte & (0x26)
7.5232004,USB LS and FS,Byte '24' (0x18)
7.52320108,USB LS and FS,EOP
7.52320172,USB LS and FS,Byte '128' (0x80)
7.52320236,USB LS and FS,Byte Z (0x5A)
7.52320304,USB LS and FS,EOP
7.52392952,USB LS and FS,Byte '128' (0x80)
7.52393016,USB LS and FS,Byte '165' (0xA5)
7.52393084,USB LS and FS,Byte '176' (0xB0)
7.52393148,USB LS and FS,Byte '179' (0xB3)
7.52393216,USB LS and FS,EOP
7.52445216,USB LS and FS,Byte '128' (0x80)
7.5244528,USB LS and FS,Byte i (0x69)
7.52445348,USB LS and FS,Byte & (0x26)
7.52445416,USB LS and FS,Byte '24' (0x18)
7.52445484,USB LS and FS,EOP
7.5244554,USB LS and FS,Byte '128' (0x80)
7.52445608,USB LS and FS,Byte Z (0x5A)
7.52445676,USB LS and FS,EOP
7.52492956,USB LS and FS,Byte '128' (0x80)
7.5249302,USB LS and FS,Byte '165' (0xA5)
7.52493088,USB LS and FS,Byte '177' (0xB1)
7.52493152,USB LS and FS,Byte K (0x4B)
7.5249322,USB LS and FS,EOP
7.52570344,USB LS and FS,Byte '128' (0x80)
7.52570412,USB LS and FS,Byte i (0x69)
7.5257048,USB LS and FS,Byte & (0x26)
7.52570544,USB LS and FS,Byte '24' (0x18)
7.52570612,USB LS and FS,EOP
7.52570672,USB LS and FS,Byte '128' (0x80)
7.52570736,USB LS and FS,Byte Z (0x5A)
7.52570804,USB LS and FS,EOP
7.5259296,USB LS and FS,Byte '128' (0x80)
7.52593028,USB LS and FS,Byte '165' (0xA5)
7.52593096,USB LS and FS,Byte '178' (0xB2)
7.5259316,USB LS and FS,Byte '11' (0x0B)
7.52593228,USB LS and FS,EOP
7.52692964,USB LS and FS,Byte '128' (0x80)
7.52693032,USB LS and FS,Byte '165' (0xA5)
7.52693096,USB LS and FS,Byte '179' (0xB3)
7.52693164,USB LS and FS,Byte '243' (0xF3)
7.52693232,USB LS and FS,EOP
7.52695104,USB LS and FS,Byte '128' (0x80)
7.52695172,USB LS and FS,Byte i (0x69)
7.52695236,USB LS and FS,Byte & (0x26)
7.52695304,USB LS and FS,Byte '24' (0x18)
7.52695372,USB LS and FS,EOP
7.52695432,USB LS and FS,Byte '128' (0x80)
7.526955,USB LS and FS,Byte Z (0x5A)
7.52695568,USB LS and FS,EOP
7.52792968,USB LS and FS,Byte '128' (0x80)
7.52793036,USB LS and FS,Byte '165' (0xA5)
7.527931,USB LS and FS,Byte '180' (0xB4)
7.52793168,USB LS and FS,Byte '139' (0x8B)
7.52793236,USB LS and FS,EOP
7.52820372,USB LS and FS,Byte '128' (0x80)
7.5282044,USB LS and FS,Byte i (0x69)
7.52820508,USB LS and FS,Byte & (0x26)
7.52820572,USB LS and FS,Byte '24' (0x18)
7.5282064,USB LS and FS,EOP
7.52820704,USB LS and FS,Byte '128' (0x80)
7.52820772,USB LS and FS,Byte Z (0x5A)
7.5282084,USB LS and FS,EOP
7.52892972,USB LS and FS,Byte '128' (0x80)
7.5289304,USB LS and FS,Byte '165' (0xA5)
7.52893104,USB LS and FS,Byte '181' (0xB5)
7.52893172,USB LS and FS,Byte s (0x73)
7.5289324,USB LS and FS,EOP
7.52945732,USB LS and FS,Byte '128' (0x80)
7.52945796,USB LS and FS,Byte i (0x69)
7.52945864,USB LS and FS,Byte & (0x26)
7.52945932,USB LS and FS,Byte '24' (0x18)
7.52946,USB LS and FS,EOP
7.5294606,USB LS and FS,Byte '128' (0x80)
7.52946124,USB LS and FS,Byte Z (0x5A)
7.52946192,USB LS and FS,EOP
7.5299298,USB LS and FS,Byte '128' (0x80)
7.52993048,USB LS and FS,Byte '165' (0xA5)
7.52993112,USB LS and FS,Byte '182' (0xB6)
7.5299318,USB LS and FS,Byte 3 (0x33)
7.52993248,USB LS and FS,EOP
7.53070244,USB LS and FS,Byte '128' (0x80)
7.53070312,USB LS and FS,Byte i (0x69)
7.5307038,USB LS and FS,Byte & (0x26)
7.53070444,USB LS and FS,Byte '24' (0x18)
7.53070512,USB LS and FS,EOP
7.53070572,USB LS and FS,Byte '128' (0x80)
7.53070636,USB LS and FS,Byte Z (0x5A)
7.53070704,USB LS and FS,EOP
7.53092984,USB LS and FS,Byte '128' (0x80)
7.53093048,USB LS and FS,Byte '165' (0xA5)
7.53093116,USB LS and FS,Byte '183' (0xB7)
7.5309318,USB LS and FS,Byte '203' (0xCB)
7.53093248,USB LS and FS,EOP
7.53192988,USB LS and FS,Byte '128' (0x80)
7.53193052,USB LS and FS,Byte '165' (0xA5)
7.5319312,USB LS and FS,Byte '184' (0xB8)
7.53193188,USB LS and FS,Byte '195' (0xC3)
7.53193252,USB LS and FS,EOP
7.53195128,USB LS and FS,Byte '128' (0x80)
7.53195192,USB LS and FS,Byte i (0x69)
7.5319526,USB LS and FS,Byte & (0x26)
7.53195328,USB LS and FS,Byte '24' (0x18)
7.53195392,USB LS and FS,EOP
7.53195452,USB LS and FS,Byte '128' (0x80)
7.53195516,USB LS and FS,Byte Z (0x5A)
7.53195584,USB LS and FS,EOP
7.53292992,USB LS and FS,Byte '128' (0x80)
7.53293056,USB LS and FS,Byte '165' (0xA5)
7.53293124,USB LS and FS,Byte '185' (0xB9)
7.53293192,USB LS and FS,Byte ; (0x3B)
7.53293256,USB LS and FS,EOP
7.53320152,USB LS and FS,Byte '128' (0x80)
7.5332022,USB LS and FS,Byte i (0x69)
7.53320284,USB LS and FS,Byte & (0x26)
7.53320352,USB LS and FS,Byte '24' (0x18)
7.5332042,USB LS and FS,EOP
7.5332048,USB LS and FS,Byte '128' (0x80)
7.53320548,USB LS and FS,Byte Z (0x5A)
7.53320612,USB LS and FS,EOP
7.53392996,USB LS and FS,Byte '128' (0x80)
7.5339306,USB LS and FS,Byte '165' (0xA5)
7.53393128,USB LS and FS,Byte '186' (0xBA)
7.53393196,USB LS and FS,Byte { (0x7B)
7.53393264,USB LS and FS,EOP
7.53445272,USB LS and FS,Byte '128' (0x80)
7.5344534,USB LS and FS,Byte i (0x69)
7.53445408,USB LS and FS,Byte & (0x26)
7.53445472,USB LS and FS,Byte '24' (0x18)
7.5344554,USB LS and FS,EOP
7.534456,USB LS and FS,Byte '128' (0x80)
7.53445668,USB LS and FS,Byte Z (0x5A)
7.53445736,USB LS and FS,EOP
7.53493,USB LS and FS,Byte '128' (0x80)
7.53493068,USB LS and FS,Byte '165' (0xA5)
7.53493132,USB LS and FS,Byte '187' (0xBB)
7.534932,USB LS and FS,Byte '131' (0x83)
7.53493268,USB LS and FS,EOP
7.53571008,USB LS and FS,Byte '128' (0x80)
7.53571072,USB LS and FS,Byte i (0x69)
7.5357114,USB LS and FS,Byte & (0x26)
7.53571208,USB LS and FS,Byte '24' (0x18)
7.53571276,USB LS and FS,EOP
7.5357134,USB LS and FS,Byte '128' (0x80)
7.53571404,USB LS and FS,Byte Z (0x5A)
7.53571472,USB LS and FS,EOP
7.53593004,USB LS and FS,Byte '128' (0x80)
7.53593072,USB LS and FS,Byte '165' (0xA5)
7.5359314,USB LS and FS,Byte '188' (0xBC)
7.53593204,USB LS and FS,Byte '251' (0xFB)
7.53593272,USB LS and FS,EOP
7.53693008,USB LS and FS,Byte '128' (0x80)
7.53693076,USB LS and FS,Byte '165' (0xA5)
7.53693144,USB LS and FS,Byte '189' (0xBD)
7.53693208,USB LS and FS,Byte '3' (0x03)
7.53693276,USB LS and FS,EOP
7.53695396,USB LS and FS,Byte '128' (0x80)
7.5369546,USB LS and FS,Byte i (0x69)
7.53695528,USB LS and FS,Byte & (0x26)
7.53695596,USB LS and FS,Byte '24' (0x18)
7.53695664,USB LS and FS,EOP
7.53695724,USB LS and FS,Byte '128' (0x80)
7.53695792,USB LS and FS,Byte Z (0x5A)
7.5369586,USB LS and FS,EOP
7.53793012,USB LS and FS,Byte '128' (0x80)
7.5379308,USB LS and FS,Byte '165' (0xA5)
7.53793148,USB LS and FS,Byte '190' (0xBE)
7.53793212,USB LS and FS,Byte C (0x43)
7.5379328,USB LS and FS,EOP
7.5382324,USB LS and FS,Byte '128' (0x80)
7.53823304,USB LS and FS,Byte i (0x69)
7.53823372,USB LS and FS,Byte & (0x26)
7.5382344,USB LS and FS,Byte '24' (0x18)
7.53823504,USB LS and FS,EOP
7.53823564,USB LS and FS,Byte '128' (0x80)
7.53823628,USB LS and FS,Byte Z (0x5A)
7.53823696,USB LS and FS,EOP
7.5389302,USB LS and FS,Byte '128' (0x80)
7.53893084,USB LS and FS,Byte '165' (0xA5)
7.53893152,USB LS and FS,Byte '191' (0xBF)
7.53893228,USB LS and FS,Byte '187' (0xBB)
7.53893296,USB LS and FS,EOP
7.53946308,USB LS and FS,Byte '128' (0x80)
7.53946376,USB LS and FS,Byte i (0x69)
7.5394644,USB LS and FS,Byte & (0x26)
7.53946508,USB LS and FS,Byte '24' (0x18)
7.53946576,USB LS and FS,EOP
7.53946632,USB LS and FS,Byte '128' (0x80)
7.539467,USB LS and FS,Byte Z (0x5A)
7.53946768,USB LS and FS,EOP
7.53993024,USB LS and FS,Byte '128' (0x80)
7.53993088,USB LS and FS,Byte '165' (0xA5)
7.53993156,USB LS and FS,Byte '192' (0xC0)
7.53993224,USB LS and FS,Byte '131' (0x83)
7.53993292,USB LS and FS,EOP
7.54070044,USB LS and FS,Byte '128' (0x80)
7.54070108,USB LS and FS,Byte i (0x69)
7.54070176,USB LS and FS,Byte & (0x26)
7.54070244,USB LS and FS,Byte '24' (0x18)
7.54070312,USB LS and FS,EOP
7.54070372,USB LS and FS,Byte '128' (0x80)
7.5407044,USB LS and FS,Byte Z (0x5A)
7.54070504,USB LS and FS,EOP
7.54093028,USB LS and FS,Byte '128' (0x80)
7.54093092,USB LS and FS,Byte '165' (0xA5)
7.5409316,USB LS and FS,Byte '193' (0xC1)
7.54093228,USB LS and FS,Byte { (0x7B)
7.54093296,USB LS and FS,EOP
7.54193032,USB LS and FS,Byte '128' (0x80)
7.54193096,USB LS and FS,Byte '165' (0xA5)
7.54193164,USB LS and FS,Byte '194' (0xC2)
7.54193232,USB LS and FS,Byte ; (0x3B)
7.541933,USB LS and FS,EOP
7.54195172,USB LS and FS,Byte '128' (0x80)
7.54195236,USB LS and FS,Byte i (0x69)
7.54195304,USB LS and FS,Byte & (0x26)
7.54195372,USB LS and FS,Byte '24' (0x18)
7.5419544,USB LS and FS,EOP
7.541955,USB LS and FS,Byte '128' (0x80)
7.54195568,USB LS and FS,Byte Z (0x5A)
7.54195636,USB LS and FS,EOP
7.54293036,USB LS and FS,Byte '128' (0x80)
7.54293104,USB LS and FS,Byte '165' (0xA5)
7.54293172,USB LS and FS,Byte '195' (0xC3)
7.54293236,USB LS and FS,Byte '195' (0xC3)
7.54293304,USB LS and FS,EOP
7.5432018,USB LS and FS,Byte '128' (0x80)
7.54320244,USB LS and FS,Byte i (0x69)
7.54320312,USB LS and FS,Byte & (0x26)
7.5432038,USB LS and FS,Byte '24' (0x18)
7.54320444,USB LS and FS,EOP
7.54320504,USB LS and FS,Byte '128' (0x80)
7.54320572,USB LS and FS,Byte Z (0x5A)
7.5432064,USB LS and FS,EOP
7.5439304,USB LS and FS,Byte '128' (0x80)
7.54393108,USB LS and FS,Byte '165' (0xA5)
7.54393176,USB LS and FS,Byte '196' (0xC4)
7.5439324,USB LS and FS,Byte '187' (0xBB)
7.54393308,USB LS and FS,EOP
7.54445196,USB LS and FS,Byte '128' (0x80)
7.54445264,USB LS and FS,Byte i (0x69)
7.54445332,USB LS and FS,Byte & (0x26)
7.54445396,USB LS and FS,Byte '24' (0x18)
7.54445464,USB LS and FS,EOP
7.54445524,USB LS and FS,Byte '128' (0x80)
7.54445592,USB LS and FS,Byte Z (0x5A)
7.5444566,USB LS and FS,EOP
7.54493044,USB LS and FS,Byte '128' (0x80)
7.54493112,USB LS and FS,Byte '165' (0xA5)
7.5449318,USB LS and FS,Byte '197' (0xC5)
7.54493244,USB LS and FS,Byte C (0x43)
7.54493312,USB LS and FS,EOP
7.54570076,USB LS and FS,Byte '128' (0x80)
7.5457014,USB LS and FS,Byte i (0x69)
7.54570208,USB LS and FS,Byte & (0x26)
7.54570276,USB LS and FS,Byte '24' (0x18)
7.54570344,USB LS and FS,EOP
7.54570404,USB LS and FS,Byte '128' (0x80)
7.54570472,USB LS and FS,Byte Z (0x5A)
7.5457054,USB LS and FS,EOP
7.54593052,USB LS and FS,Byte '128' (0x80)
7.54593116,USB LS and FS,Byte '165' (0xA5)
7.54593184,USB LS and FS,Byte '198' (0xC6)
7.54593248,USB LS and FS,Byte '3' (0x03)
7.54593316,USB LS and FS,EOP
7.54693056,USB LS and FS,Byte '128' (0x80)
7.54693124,USB LS and FS,Byte '165' (0xA5)
7.54693192,USB LS and FS,Byte '199' (0xC7)
7.54693256,USB LS and FS,Byte '251' (0xFB)
7.54693324,USB LS and FS,EOP
7.54695196,USB LS and FS,Byte '128' (0x80)
7.54695264,USB LS and FS,Byte i (0x69)
7.54695328,USB LS and FS,Byte & (0x26)
7.54695396,USB LS and FS,Byte '24' (0x18)
7.54695464,USB LS and FS,EOP
7.54695516,USB LS and FS,Byte '128' (0x80)
7.54695584,USB LS and FS,Byte Z (0x5A)
7.54695652,USB LS and FS,EOP
7.5479306,USB LS and FS,Byte '128' (0x80)
7.54793128,USB LS and FS,Byte '165' (0xA5)
7.54793192,USB LS and FS,Byte '200' (0xC8)
7.5479326,USB LS and FS,Byte '243' (0xF3)
7.54793328,USB LS and FS,EOP
7.54820696,USB LS and FS,Byte '128' (0x80)
7.5482076,USB LS and FS,Byte i (0x69)
7.54820828,USB LS and FS,Byte & (0x26)
7.54820896,USB LS and FS,Byte '24' (0x18)
7.5482096,USB LS and FS,EOP
7.5482102,USB LS and FS,Byte '128' (0x80)
7.54821088,USB LS and FS,Byte Z (0x5A)
7.54821156,USB LS and FS,EOP
7.54893064,USB LS and FS,Byte '128' (0x80)
7.54893132,USB LS and FS,Byte '165' (0xA5)
7.54893196,USB LS and FS,Byte '201' (0xC9)
7.54893264,USB LS and FS,Byte '11' (0x0B)
7.54893332,USB LS and FS,EOP
7.549457,USB LS and FS,Byte '128' (0x80)
7.54945764,USB LS and FS,Byte i (0x69)
7.54945832,USB LS and FS,Byte & (0x26)
7.549459,USB LS and FS,Byte '24' (0x18)
7.54945968,USB LS and FS,EOP
7.54946024,USB LS and FS,Byte '128' (0x80)
7.54946092,USB LS and FS,Byte Z (0x5A)
7.5494616,USB LS and FS,EOP
7.54993068,USB LS and FS,Byte '128' (0x80)
7.54993136,USB LS and FS,Byte '165' (0xA5)
7.549932,USB LS and FS,Byte '202' (0xCA)
7.54993268,USB LS and FS,Byte K (0x4B)
7.54993336,USB LS and FS,EOP
7.55070104,USB LS and FS,Byte '128' (0x80)
7.55070168,USB LS and FS,Byte i (0x69)
7.55070236,USB LS and FS,Byte & (0x26)
7.55070304,USB LS and FS,Byte '24' (0x18)
7.55070372,USB LS and FS,EOP
7.55070432,USB LS and FS,Byte '128' (0x80)
7.55070496,USB LS and FS,Byte Z (0x5A)
7.55070564,USB LS and FS,EOP
7.55093072,USB LS and FS,Byte '128' (0x80)
7.5509314,USB LS and FS,Byte '165' (0xA5)
7.55093204,USB LS and FS,Byte '203' (0xCB)
7.55093272,USB LS and FS,Byte '179' (0xB3)
7.5509334,USB LS and FS,EOP
7.5519308,USB LS and FS,Byte '128' (0x80)
7.55193144,USB LS and FS,Byte '165' (0xA5)
7.55193212,USB LS and FS,Byte '204' (0xCC)
7.55193276,USB LS and FS,Byte '203' (0xCB)
7.55193344,USB LS and FS,EOP
7.5519522,USB LS and FS,Byte '128' (0x80)
7.55195288,USB LS and FS,Byte i (0x69)
7.55195356,USB LS and FS,Byte & (0x26)
7.5519542,USB LS and FS,Byte '24' (0x18)
7.55195488,USB LS and FS,EOP
7.55195552,USB LS and FS,Byte '128' (0x80)
7.55195616,USB LS and FS,Byte Z (0x5A)
7.55195684,USB LS and FS,EOP
7.55293084,USB LS and FS,Byte '128' (0x80)
7.55293148,USB LS and FS,Byte '165' (0xA5)
7.55293216,USB LS and FS,Byte '205' (0xCD)
7.5529328,USB LS and FS,Byte 3 (0x33)
7.55293348,USB LS and FS,EOP
7.55319852,USB LS and FS,Byte '128' (0x80)
7.5531992,USB LS and FS,Byte i (0x69)
7.55319988,USB LS and FS,Byte & (0x26)
7.55320052,USB LS and FS,Byte '24' (0x18)
7.5532012,USB LS and FS,EOP
7.5532018,USB LS and FS,Byte '128' (0x80)
7.55320248,USB LS and FS,Byte Z (0x5A)
7.55320316,USB LS and FS,EOP
7.55393088,USB LS and FS,Byte '128' (0x80)
7.55393152,USB LS and FS,Byte '165' (0xA5)
7.5539322,USB LS and FS,Byte '206' (0xCE)
7.55393284,USB LS and FS,Byte s (0x73)
7.55393352,USB LS and FS,EOP
7.55444736,USB LS and FS,Byte '128' (0x80)
7.554448,USB LS and FS,Byte i (0x69)
7.55444868,USB LS and FS,Byte & (0x26)
7.55444936,USB LS and FS,Byte '24' (0x18)
7.55445004,USB LS and FS,EOP
7.5544506,USB LS and FS,Byte '128' (0x80)
7.55445128,USB LS and FS,Byte Z (0x5A)
7.55445192,USB LS and FS,EOP
7.55493092,USB LS and FS,Byte '128' (0x80)
7.55493156,USB LS and FS,Byte '165' (0xA5)
7.55493224,USB LS and FS,Byte '207' (0xCF)
7.55493288,USB LS and FS,Byte '139' (0x8B)
7.55493356,USB LS and FS,EOP
7.55570484,USB LS and FS,Byte '128' (0x80)
7.55570552,USB LS and FS,Byte i (0x69)
7.55570616,USB LS and FS,Byte & (0x26)
7.55570684,USB LS and FS,Byte '24' (0x18)
7.55570752,USB LS and FS,EOP
7.55570804,USB LS and FS,Byte '128' (0x80)
7.55570872,USB LS and FS,Byte Z (0x5A)
7.5557094,USB LS and FS,EOP
7.55593096,USB LS and FS,Byte '128' (0x80)
7.55593164,USB LS and FS,Byte '165' (0xA5)
7.55593228,USB LS and FS,Byte '208' (0xD0)
7.55593296,USB LS and FS,Byte c (0x63)
7.55593364,USB LS and FS,EOP
7.556931,USB LS and FS,Byte '128' (0x80)
7.55693168,USB LS and FS,Byte '165' (0xA5)
7.55693232,USB LS and FS,Byte '209' (0xD1)
7.556933,USB LS and FS,Byte '155' (0x9B)
7.55693368,USB LS and FS,EOP
7.55695996,USB LS and FS,Byte '128' (0x80)
7.55696064,USB LS and FS,Byte i (0x69)
7.55696132,USB LS and FS,Byte & (0x26)
7.55696196,USB LS and FS,Byte '24' (0x18)
7.55696264,USB LS and FS,EOP
7.55696328,USB LS and FS,Byte '128' (0x80)
7.55696392,USB LS and FS,Byte Z (0x5A)
7.5569646,USB LS and FS,EOP
7.55793104,USB LS and FS,Byte '128' (0x80)
7.55793172,USB LS and FS,Byte '165' (0xA5)
7.5579324,USB LS and FS,Byte '210' (0xD2)
7.55793304,USB LS and FS,Byte '219' (0xDB)
7.55793372,USB LS and FS,EOP
7.55820248,USB LS and FS,Byte '128' (0x80)
7.55820316,USB LS and FS,Byte i (0x69)
7.55820384,USB LS and FS,Byte & (0x26)
7.55820448,USB LS and FS,Byte '24' (0x18)
7.55820516,USB LS and FS,EOP
7.5582058,USB LS and FS,Byte '128' (0x80)
7.55820648,USB LS and FS,Byte Z (0x5A)
7.55820716,USB LS and FS,EOP
7.55893108,USB LS and FS,Byte '128' (0x80)
7.55893176,USB LS and FS,Byte '165' (0xA5)
7.5589324,USB LS and FS,Byte '211' (0xD3)
7.55893308,USB LS and FS,Byte # (0x23)
7.55893376,USB LS and FS,EOP
7.55945004,USB LS and FS,Byte '128' (0x80)
7.55945072,USB LS and FS,Byte i (0x69)
7.5594514,USB LS and FS,Byte & (0x26)
7.55945204,USB LS and FS,Byte '24' (0x18)
7.55945272,USB LS and FS,EOP
7.55945336,USB LS and FS,Byte '128' (0x80)
7.559454,USB LS and FS,Byte Z (0x5A)
7.55945468,USB LS and FS,EOP
7.55993116,USB LS and FS,Byte '128' (0x80)
7.5599318,USB LS and FS,Byte '165' (0xA5)
7.55993248,USB LS and FS,Byte '212' (0xD4)
7.55993316,USB LS and FS,Byte [ (0x5B)
7.55993384,USB LS and FS,EOP
7.56069888,USB LS and FS,Byte '128' (0x80)
7.56069956,USB LS and FS,Byte i (0x69)
7.5607002,USB LS and FS,Byte & (0x26)
7.56070088,USB LS and FS,Byte '24' (0x18)
7.56070156,USB LS and FS,EOP
7.56070216,USB LS and FS,Byte '128' (0x80)
7.5607028,USB LS and FS,Byte Z (0x5A)
7.56070348,USB LS and FS,EOP
7.5609312,USB LS and FS,Byte '128' (0x80)
7.56093184,USB LS and FS,Byte '165' (0xA5)
7.56093252,USB LS and FS,Byte '213' (0xD5)
7.5609332,USB LS and FS,Byte '163' (0xA3)
7.56093388,USB LS and FS,EOP
7.56193124,USB LS and FS,Byte '128' (0x80)
7.56193188,USB LS and FS,Byte '165' (0xA5)
7.56193256,USB LS and FS,Byte '214' (0xD6)
7.56193324,USB LS and FS,Byte '227' (0xE3)
7.56193392,USB LS and FS,EOP
7.56195164,USB LS and FS,Byte '128' (0x80)
7.56195232,USB LS and FS,Byte i (0x69)
7.561953,USB LS and FS,Byte & (0x26)
7.56195364,USB LS and FS,Byte '24' (0x18)
7.56195432,USB LS and FS,EOP
7.56195492,USB LS and FS,Byte '128' (0x80)
7.5619556,USB LS and FS,Byte Z (0x5A)
7.56195628,USB LS and FS,EOP
7.56293128,USB LS and FS,Byte '128' (0x80)
7.56293192,USB LS and FS,Byte '165' (0xA5)
7.5629326,USB LS and FS,Byte '215' (0xD7)
7.56293328,USB LS and FS,Byte '27' (0x1B)
7.56293396,USB LS and FS,EOP
7.56320024,USB LS and FS,Byte '128' (0x80)
7.56320088,USB LS and FS,Byte i (0x69)
7.56320156,USB LS and FS,Byte & (0x26)
7.56320224,USB LS and FS,Byte '24' (0x18)
7.56320292,USB LS and FS,EOP
7.56320348,USB LS and FS,Byte '128' (0x80)
7.56320416,USB LS and FS,Byte Z (0x5A)
7.5632048,USB LS and FS,EOP
7.56393132,USB LS and FS,Byte '128' (0x80)
7.56393196,USB LS and FS,Byte '165' (0xA5)
7.56393264,USB LS and FS,Byte '216' (0xD8)
7.56393332,USB LS and FS,Byte '19' (0x13)
7.563934,USB LS and FS,EOP
7.56444784,USB LS and FS,Byte '128' (0x80)
7.56444848,USB LS and FS,Byte i (0x69)
7.56444916,USB LS and FS,Byte & (0x26)
7.56444984,USB LS and FS,Byte '24' (0x18)
7.56445048,USB LS and FS,EOP
7.564451,USB LS and FS,Byte '128' (0x80)
7.56445168,USB LS and FS,Byte Z (0x5A)
7.56445236,USB LS and FS,EOP
7.56493136,USB LS and FS,Byte '128' (0x80)
7.56493204,USB LS and FS,Byte '165' (0xA5)
7.56493272,USB LS and FS,Byte '217' (0xD9)
7.56493336,USB LS and FS,Byte '235' (0xEB)
7.56493404,USB LS and FS,EOP
7.56569912,USB LS and FS,Byte '128' (0x80)
7.56569976,USB LS and FS,Byte i (0x69)
7.56570044,USB LS and FS,Byte & (0x26)
7.56570112,USB LS and FS,Byte '24' (0x18)
7.56570176,USB LS and FS,EOP
7.5657024,USB LS and FS,Byte '128' (0x80)
7.56570304,USB LS and FS,Byte Z (0x5A)
7.56570372,USB LS and FS,EOP
7.5659314,USB LS and FS,Byte '128' (0x80)
7.56593208,USB LS and FS,Byte '165' (0xA5)
7.56593276,USB LS and FS,Byte '218' (0xDA)
7.5659334,USB LS and FS,Byte '171' (0xAB)
7.56593408,USB LS and FS,EOP
7.56693144,USB LS and FS,Byte '128' (0x80)
7.56693212,USB LS and FS,Byte '165' (0xA5)
7.5669328,USB LS and FS,Byte '219' (0xDB)
7.56693344,USB LS and FS,Byte S (0x53)
7.56693412,USB LS and FS,EOP
7.56694792,USB LS and FS,Byte '128' (0x80)
7.5669486,USB LS and FS,Byte i (0x69)
7.56694924,USB LS and FS,Byte & (0x26)
