Time [s], Analyzer Name, Decoded Protocol Result
5.1548242,USB LS and FS,EOP
5.15582156,USB LS and FS,Byte '128' (0x80)
5.15582224,USB LS and FS,Byte '165' (0xA5)
5.15582292,USB LS and FS,Byte p (0x70)
5.15582356,USB LS and FS,Byte r (0x72)
5.15582424,USB LS and FS,EOP
5.15682164,USB LS and FS,Byte '128' (0x80)
5.15682228,USB LS and FS,Byte '165' (0xA5)
5.15682296,USB LS and FS,Byte q (0x71)
5.15682364,USB LS and FS,Byte '138' (0x8A)
5.15682432,USB LS and FS,EOP
5.15782168,USB LS and FS,Byte '128' (0x80)
5.15782232,USB LS and FS,Byte '165' (0xA5)
5.157823,USB LS and FS,Byte r (0x72)
5.15782368,USB LS and FS,Byte '202' (0xCA)
5.15782436,USB LS and FS,EOP
5.15882172,USB LS and FS,Byte '128' (0x80)
5.15882236,USB LS and FS,Byte '165' (0xA5)
5.15882304,USB LS and FS,Byte s (0x73)
5.15882372,USB LS and FS,Byte 2 (0x32)
5.1588244,USB LS and FS,EOP
5.15982176,USB LS and FS,Byte '128' (0x80)
5.1598224,USB LS and FS,Byte '165' (0xA5)
5.15982308,USB LS and FS,Byte t (0x74)
5.15982376,USB LS and FS,Byte J (0x4A)
5.15982444,USB LS and FS,EOP
5.16082184,USB LS and FS,Byte '128' (0x80)
5.16082248,USB LS and FS,Byte '165' (0xA5)
5.16082316,USB LS and FS,Byte u (0x75)
5.16082384,USB LS and FS,Byte '178' (0xB2)
5.16082452,USB LS and FS,EOP
5.16182184,USB LS and FS,Byte '128' (0x80)
5.16182252,USB LS and FS,Byte '165' (0xA5)
5.1618232,USB LS and FS,Byte v (0x76)
5.16182384,USB LS and FS,Byte '242' (0xF2)
5.16182452,USB LS and FS,EOP
5.16282188,USB LS and FS,Byte '128' (0x80)
5.16282256,USB LS and FS,Byte '165' (0xA5)
5.16282324,USB LS and FS,Byte w (0x77)
5.16282388,USB LS and FS,Byte \n (0x0A)
5.16282456,USB LS and FS,EOP
5.16382192,USB LS and FS,Byte '128' (0x80)
5.1638226,USB LS and FS,Byte '165' (0xA5)
5.16382328,USB LS and FS,Byte x (0x78)
5.16382392,USB LS and FS,Byte '2' (0x02)
5.1638246,USB LS and FS,EOP
5.16482196,USB LS and FS,Byte '128' (0x80)
5.16482264,USB LS and FS,Byte '165' (0xA5)
5.16482332,USB LS and FS,Byte y (0x79)
5.16482396,USB LS and FS,Byte '250' (0xFA)
5.16482464,USB LS and FS,EOP
5.16582204,USB LS and FS,Byte '128' (0x80)
5.16582268,USB LS and FS,Byte '165' (0xA5)
5.16582336,USB LS and FS,Byte z (0x7A)
5.16582404,USB LS and FS,Byte '186' (0xBA)
5.16582472,USB LS and FS,EOP
5.16682208,USB LS and FS,Byte '128' (0x80)
5.16682272,USB LS and FS,Byte '165' (0xA5)
5.1668234,USB LS and FS,Byte { (0x7B)
5.16682408,USB LS and FS,Byte B (0x42)
5.16682476,USB LS and FS,EOP
5.16782212,USB LS and FS,Byte '128' (0x80)
5.1678228,USB LS and FS,Byte '165' (0xA5)
5.16782344,USB LS and FS,Byte | (0x7C)
5.16782412,USB LS and FS,Byte : (0x3A)
5.1678248,USB LS and FS,EOP
5.16882216,USB LS and FS,Byte '128' (0x80)
5.16882284,USB LS and FS,Byte '165' (0xA5)
5.16882348,USB LS and FS,Byte } (0x7D)
5.16882416,USB LS and FS,Byte '194' (0xC2)
5.16882484,USB LS and FS,EOP
5.16982224,USB LS and FS,Byte '128' (0x80)
5.16982288,USB LS and FS,Byte '165' (0xA5)
5.16982356,USB LS and FS,Byte ~ (0x7E)
5.16982432,USB LS and FS,Byte '130' (0x82)
5.16982496,USB LS and FS,EOP
5.17082228,USB LS and FS,Byte '128' (0x80)
5.17082292,USB LS and FS,Byte '165' (0xA5)
5.1708236,USB LS and FS,Byte '127' (0x7F)
5.17082436,USB LS and FS,Byte z (0x7A)
5.170825,USB LS and FS,EOP
5.17182232,USB LS and FS,Byte '128' (0x80)
5.17182296,USB LS and FS,Byte '165' (0xA5)
5.17182364,USB LS and FS,Byte '128' (0x80)
5.17182432,USB LS and FS,Byte '242' (0xF2)
5.17182496,USB LS and FS,EOP
5.17282236,USB LS and FS,Byte '128' (0x80)
5.172823,USB LS and FS,Byte '165' (0xA5)
5.17282368,USB LS and FS,Byte '129' (0x81)
5.17282436,USB LS and FS,Byte \n (0x0A)
5.172825,USB LS and FS,EOP
5.1738224,USB LS and FS,Byte '128' (0x80)
5.17382308,USB LS and FS,Byte '165' (0xA5)
5.17382372,USB LS and FS,Byte '130' (0x82)
5.1738244,USB LS and FS,Byte J (0x4A)
5.17382508,USB LS and FS,EOP
5.17482244,USB LS and FS,Byte '128' (0x80)
5.17482312,USB LS and FS,Byte '165' (0xA5)
5.17482376,USB LS and FS,Byte '131' (0x83)
5.17482444,USB LS and FS,Byte '178' (0xB2)
5.17482512,USB LS and FS,EOP
5.17582248,USB LS and FS,Byte '128' (0x80)
5.17582316,USB LS and FS,Byte '165' (0xA5)
5.17582384,USB LS and FS,Byte '132' (0x84)
5.17582448,USB LS and FS,Byte '202' (0xCA)
5.17582516,USB LS and FS,EOP
5.17682252,USB LS and FS,Byte '128' (0x80)
5.1768232,USB LS and FS,Byte '165' (0xA5)
5.17682384,USB LS and FS,Byte '133' (0x85)
5.17682452,USB LS and FS,Byte 2 (0x32)
5.1768252,USB LS and FS,EOP
5.1778226,USB LS and FS,Byte '128' (0x80)
5.17782324,USB LS and FS,Byte '165' (0xA5)
5.17782392,USB LS and FS,Byte '134' (0x86)
5.1778246,USB LS and FS,Byte r (0x72)
5.17782528,USB LS and FS,EOP
5.17882264,USB LS and FS,Byte '128' (0x80)
5.17882328,USB LS and FS,Byte '165' (0xA5)
5.17882396,USB LS and FS,Byte '135' (0x87)
5.17882464,USB LS and FS,Byte '138' (0x8A)
5.17882532,USB LS and FS,EOP
5.17982268,USB LS and FS,Byte '128' (0x80)
5.17982332,USB LS and FS,Byte '165' (0xA5)
5.179824,USB LS and FS,Byte '136' (0x88)
5.17982468,USB LS and FS,Byte '130' (0x82)
5.17982536,USB LS and FS,EOP
5.18082272,USB LS and FS,Byte '128' (0x80)
5.18082336,USB LS and FS,Byte '165' (0xA5)
5.18082404,USB LS and FS,Byte '137' (0x89)
5.18082472,USB LS and FS,Byte z (0x7A)
5.1808254,USB LS and FS,EOP
5.1818228,USB LS and FS,Byte '128' (0x80)
5.18182344,USB LS and FS,Byte '165' (0xA5)
5.18182412,USB LS and FS,Byte '138' (0x8A)
5.1818248,USB LS and FS,Byte : (0x3A)
5.18182548,USB LS and FS,EOP
5.1828228,USB LS and FS,Byte '128' (0x80)
5.18282348,USB LS and FS,Byte '165' (0xA5)
5.18282412,USB LS and FS,Byte '139' (0x8B)
5.1828248,USB LS and FS,Byte '194' (0xC2)
5.18282548,USB LS and FS,EOP
5.18382284,USB LS and FS,Byte '128' (0x80)
5.18382352,USB LS and FS,Byte '165' (0xA5)
5.1838242,USB LS and FS,Byte '140' (0x8C)
5.18382484,USB LS and FS,Byte '186' (0xBA)
5.18382552,USB LS and FS,EOP
5.18482288,USB LS and FS,Byte '128' (0x80)
5.18482356,USB LS and FS,Byte '165' (0xA5)
5.18482424,USB LS and FS,Byte '141' (0x8D)
5.18482488,USB LS and FS,Byte B (0x42)
5.18482556,USB LS and FS,EOP
5.18582292,USB LS and FS,Byte '128' (0x80)
5.1858236,USB LS and FS,Byte '165' (0xA5)
5.18582428,USB LS and FS,Byte '142' (0x8E)
5.18582492,USB LS and FS,Byte '2' (0x02)
5.1858256,USB LS and FS,EOP
5.186823,USB LS and FS,Byte '128' (0x80)
5.18682364,USB LS and FS,Byte '165' (0xA5)
5.18682432,USB LS and FS,Byte '143' (0x8F)
5.186825,USB LS and FS,Byte '250' (0xFA)
5.18682568,USB LS and FS,EOP
5.18782304,USB LS and FS,Byte '128' (0x80)
5.18782368,USB LS and FS,Byte '165' (0xA5)
5.18782436,USB LS and FS,Byte '144' (0x90)
5.18782504,USB LS and FS,Byte '18' (0x12)
5.18782572,USB LS and FS,EOP
5.18882308,USB LS and FS,Byte '128' (0x80)
5.18882372,USB LS and FS,Byte '165' (0xA5)
5.1888244,USB LS and FS,Byte '145' (0x91)
5.18882508,USB LS and FS,Byte '234' (0xEA)
5.18882576,USB LS and FS,EOP
5.18982312,USB LS and FS,Byte '128' (0x80)
5.1898238,USB LS and FS,Byte '165' (0xA5)
5.18982444,USB LS and FS,Byte '146' (0x92)
5.18982512,USB LS and FS,Byte '170' (0xAA)
5.1898258,USB LS and FS,EOP
5.1908232,USB LS and FS,Byte '128' (0x80)
5.19082384,USB LS and FS,Byte '165' (0xA5)
5.19082452,USB LS and FS,Byte '147' (0x93)
5.1908252,USB LS and FS,Byte R (0x52)
5.19082584,USB LS and FS,EOP
5.19182324,USB LS and FS,Byte '128' (0x80)
5.19182388,USB LS and FS,Byte '165' (0xA5)
5.19182456,USB LS and FS,Byte '148' (0x94)
5.19182524,USB LS and FS,Byte * (0x2A)
5.19182588,USB LS and FS,EOP
5.19282328,USB LS and FS,Byte '128' (0x80)
5.19282392,USB LS and FS,Byte '165' (0xA5)
5.1928246,USB LS and FS,Byte '149' (0x95)
5.19282528,USB LS and FS,Byte '210' (0xD2)
5.19282592,USB LS and FS,EOP
5.19382332,USB LS and FS,Byte '128' (0x80)
5.19382396,USB LS and FS,Byte '165' (0xA5)
5.19382464,USB LS and FS,Byte '150' (0x96)
5.19382532,USB LS and FS,Byte '146' (0x92)
5.19382596,USB LS and FS,EOP
5.19482336,USB LS and FS,Byte '128' (0x80)
5.19482404,USB LS and FS,Byte '165' (0xA5)
5.19482468,USB LS and FS,Byte '151' (0x97)
5.19482536,USB LS and FS,Byte j (0x6A)
5.19482604,USB LS and FS,EOP
5.1958234,USB LS and FS,Byte '128' (0x80)
5.19582408,USB LS and FS,Byte '165' (0xA5)
5.19582472,USB LS and FS,Byte '152' (0x98)
5.1958254,USB LS and FS,Byte b (0x62)
5.19582608,USB LS and FS,EOP
5.19682344,USB LS and FS,Byte '128' (0x80)
5.19682412,USB LS and FS,Byte '165' (0xA5)
5.19682476,USB LS and FS,Byte '153' (0x99)
5.19682544,USB LS and FS,Byte '154' (0x9A)
5.19682612,USB LS and FS,EOP
5.19782348,USB LS and FS,Byte '128' (0x80)
5.19782416,USB LS and FS,Byte '165' (0xA5)
5.19782484,USB LS and FS,Byte '154' (0x9A)
5.19782548,USB LS and FS,Byte '218' (0xDA)
5.19782616,USB LS and FS,EOP
5.19882352,USB LS and FS,Byte '128' (0x80)
5.1988242,USB LS and FS,Byte '165' (0xA5)
5.19882484,USB LS and FS,Byte '155' (0x9B)
5.19882552,USB LS and FS,"Byte "" (0x22)"
5.1988262,USB LS and FS,EOP
5.1998236,USB LS and FS,Byte '128' (0x80)
5.19982424,USB LS and FS,Byte '165' (0xA5)
5.19982492,USB LS and FS,Byte '156' (0x9C)
5.1998256,USB LS and FS,Byte Z (0x5A)
5.19982624,USB LS and FS,EOP
5.20082364,USB LS and FS,Byte '128' (0x80)
5.20082428,USB LS and FS,Byte '165' (0xA5)
5.20082496,USB LS and FS,Byte '157' (0x9D)
5.20082564,USB LS and FS,Byte '162' (0xA2)
5.20082632,USB LS and FS,EOP
5.20182368,USB LS and FS,Byte '128' (0x80)
5.20182432,USB LS and FS,Byte '165' (0xA5)
5.201825,USB LS and FS,Byte '158' (0x9E)
5.20182568,USB LS and FS,Byte '226' (0xE2)
5.20182636,USB LS and FS,EOP
5.20282372,USB LS and FS,Byte '128' (0x80)
5.20282436,USB LS and FS,Byte '165' (0xA5)
5.20282504,USB LS and FS,Byte '159' (0x9F)
5.2028258,USB LS and FS,Byte '26' (0x1A)
5.20282648,USB LS and FS,EOP
5.20382376,USB LS and FS,Byte '128' (0x80)
5.20382444,USB LS and FS,Byte '165' (0xA5)
5.20382512,USB LS and FS,Byte '160' (0xA0)
5.20382576,USB LS and FS,Byte z (0x7A)
5.20382644,USB LS and FS,EOP
5.2048238,USB LS and FS,Byte '128' (0x80)
5.20482448,USB LS and FS,Byte '165' (0xA5)
5.20482512,USB LS and FS,Byte '161' (0xA1)
5.2048258,USB LS and FS,Byte '130' (0x82)
5.20482648,USB LS and FS,EOP
5.20582384,USB LS and FS,Byte '128' (0x80)
5.20582452,USB LS and FS,Byte '165' (0xA5)
5.2058252,USB LS and FS,Byte '162' (0xA2)
5.20582584,USB LS and FS,Byte '194' (0xC2)
5.20582652,USB LS and FS,EOP
5.20682388,USB LS and FS,Byte '128' (0x80)
5.20682456,USB LS and FS,Byte '165' (0xA5)
5.20682524,USB LS and FS,Byte '163' (0xA3)
5.20682588,USB LS and FS,Byte : (0x3A)
5.20682656,USB LS and FS,EOP
5.20782396,USB LS and FS,Byte '128' (0x80)
5.2078246,USB LS and FS,Byte '165' (0xA5)
5.20782528,USB LS and FS,Byte '164' (0xA4)
5.20782596,USB LS and FS,Byte B (0x42)
5.20782664,USB LS and FS,EOP
5.208824,USB LS and FS,Byte '128' (0x80)
5.20882464,USB LS and FS,Byte '165' (0xA5)
5.20882532,USB LS and FS,Byte '165' (0xA5)
5.208826,USB LS and FS,Byte '186' (0xBA)
5.20882668,USB LS and FS,EOP
5.20982404,USB LS and FS,Byte '128' (0x80)
5.20982468,USB LS and FS,Byte '165' (0xA5)
5.20982536,USB LS and FS,Byte '166' (0xA6)
5.20982604,USB LS and FS,Byte '250' (0xFA)
5.20982672,USB LS and FS,EOP
5.21082408,USB LS and FS,Byte '128' (0x80)
5.21082476,USB LS and FS,Byte '165' (0xA5)
5.2108254,USB LS and FS,Byte '167' (0xA7)
5.21082608,USB LS and FS,Byte '2' (0x02)
5.21082676,USB LS and FS,EOP
5.21182412,USB LS and FS,Byte '128' (0x80)
5.2118248,USB LS and FS,Byte '165' (0xA5)
5.21182544,USB LS and FS,Byte '168' (0xA8)
5.21182612,USB LS and FS,Byte \n (0x0A)
5.2118268,USB LS and FS,EOP
5.2128242,USB LS and FS,Byte '128' (0x80)
5.21282484,USB LS and FS,Byte '165' (0xA5)
5.21282552,USB LS and FS,Byte '169' (0xA9)
5.2128262,USB LS and FS,Byte '242' (0xF2)
5.21282684,USB LS and FS,EOP
5.21382424,USB LS and FS,Byte '128' (0x80)
5.21382488,USB LS and FS,Byte '165' (0xA5)
5.21382556,USB LS and FS,Byte '170' (0xAA)
5.21382624,USB LS and FS,Byte '178' (0xB2)
5.21382688,USB LS and FS,EOP
5.21482428,USB LS and FS,Byte '128' (0x80)
5.21482492,USB LS and FS,Byte '165' (0xA5)
5.2148256,USB LS and FS,Byte '171' (0xAB)
5.21482628,USB LS and FS,Byte J (0x4A)
5.21482692,USB LS and FS,EOP
5.21582432,USB LS and FS,Byte '128' (0x80)
5.21582496,USB LS and FS,Byte '165' (0xA5)
5.21582564,USB LS and FS,Byte '172' (0xAC)
5.21582632,USB LS and FS,Byte 2 (0x32)
5.21582696,USB LS and FS,EOP
5.21682436,USB LS and FS,Byte '128' (0x80)
5.21682504,USB LS and FS,Byte '165' (0xA5)
5.21682568,USB LS and FS,Byte '173' (0xAD)
5.21682636,USB LS and FS,Byte '202' (0xCA)
5.21682704,USB LS and FS,EOP
5.2178244,USB LS and FS,Byte '128' (0x80)
5.21782508,USB LS and FS,Byte '165' (0xA5)
5.21782572,USB LS and FS,Byte '174' (0xAE)
5.2178264,USB LS and FS,Byte '138' (0x8A)
5.21782708,USB LS and FS,EOP
5.21882444,USB LS and FS,Byte '128' (0x80)
5.21882512,USB LS and FS,Byte '165' (0xA5)
5.21882576,USB LS and FS,Byte '175' (0xAF)
5.21882644,USB LS and FS,Byte r (0x72)
5.21882712,USB LS and FS,EOP
5.21982448,USB LS and FS,Byte '128' (0x80)
5.21982516,USB LS and FS,Byte '165' (0xA5)
5.21982584,USB LS and FS,Byte '176' (0xB0)
5.21982648,USB LS and FS,Byte '154' (0x9A)
5.21982716,USB LS and FS,EOP
5.22082456,USB LS and FS,Byte '128' (0x80)
5.2208252,USB LS and FS,Byte '165' (0xA5)
5.22082588,USB LS and FS,Byte '177' (0xB1)
5.22082656,USB LS and FS,Byte b (0x62)
5.2208272,USB LS and FS,EOP
5.2218246,USB LS and FS,Byte '128' (0x80)
5.22182524,USB LS and FS,Byte '165' (0xA5)
5.22182592,USB LS and FS,Byte '178' (0xB2)
5.2218266,USB LS and FS,"Byte "" (0x22)"
5.22182724,USB LS and FS,EOP
5.22282464,USB LS and FS,Byte '128' (0x80)
5.22282528,USB LS and FS,Byte '165' (0xA5)
5.22282596,USB LS and FS,Byte '179' (0xB3)
5.22282664,USB LS and FS,Byte '218' (0xDA)
5.22282732,USB LS and FS,EOP
5.22382468,USB LS and FS,Byte '128' (0x80)
5.22382532,USB LS and FS,Byte '165' (0xA5)
5.223826,USB LS and FS,Byte '180' (0xB4)
5.22382668,USB LS and FS,Byte '162' (0xA2)
5.22382736,USB LS and FS,EOP
5.22482472,USB LS and FS,Byte '128' (0x80)
5.2248254,USB LS and FS,Byte '165' (0xA5)
5.22482604,USB LS and FS,Byte '181' (0xB5)
5.22482672,USB LS and FS,Byte Z (0x5A)
5.2248274,USB LS and FS,EOP
5.22582476,USB LS and FS,Byte '128' (0x80)
5.22582544,USB LS and FS,Byte '165' (0xA5)
5.22582612,USB LS and FS,Byte '182' (0xB6)
5.22582676,USB LS and FS,Byte '26' (0x1A)
5.22582744,USB LS and FS,EOP
5.2268248,USB LS and FS,Byte '128' (0x80)
5.22682548,USB LS and FS,Byte '165' (0xA5)
5.22682612,USB LS and FS,Byte '183' (0xB7)
5.2268268,USB LS and FS,Byte '226' (0xE2)
5.22682748,USB LS and FS,EOP
5.2273384,USB LS and FS,Byte '128' (0x80)
5.22733908,USB LS and FS,Byte - (0x2D)
5.22733972,USB LS and FS,Byte '0' (0x00)
5.2273404,USB LS and FS,Byte '16' (0x10)
5.22734108,USB LS and FS,EOP
5.2273418,USB LS and FS,Byte '128' (0x80)
5.22734248,USB LS and FS,Byte '195' (0xC3)
5.22734316,USB LS and FS,Byte '128' (0x80)
5.2273438,USB LS and FS,Byte '6' (0x06)
5.22734448,USB LS and FS,Byte '0' (0x00)
5.22734516,USB LS and FS,Byte '1' (0x01)
5.2273458,USB LS and FS,Byte '0' (0x00)
5.22734648,USB LS and FS,Byte '0' (0x00)
5.22734716,USB LS and FS,Byte @ (0x40)
5.2273478,USB LS and FS,Byte '0' (0x00)
5.22734848,USB LS and FS,Byte '221' (0xDD)
5.22734916,USB LS and FS,Byte '148' (0x94)
5.22734984,USB LS and FS,EOP
5.22735044,USB LS and FS,Byte '128' (0x80)
5.22735112,USB LS and FS,Byte '210' (0xD2)
5.2273518,USB LS and FS,EOP
5.22748496,USB LS and FS,Byte '128' (0x80)
5.2274856,USB LS and FS,Byte i (0x69)
5.22748628,USB LS and FS,Byte '0' (0x00)
5.22748696,USB LS and FS,Byte '16' (0x10)
5.22748764,USB LS and FS,EOP
5.2274882,USB LS and FS,Byte '128' (0x80)
5.22748888,USB LS and FS,Byte Z (0x5A)
5.22748956,USB LS and FS,EOP
5.22782484,USB LS and FS,Byte '128' (0x80)
5.22782552,USB LS and FS,Byte '165' (0xA5)
5.2278262,USB LS and FS,Byte '184' (0xB8)
5.22782684,USB LS and FS,Byte '234' (0xEA)
5.22782752,USB LS and FS,EOP
5.22871656,USB LS and FS,Byte '128' (0x80)
5.2287172,USB LS and FS,Byte i (0x69)
5.22871788,USB LS and FS,Byte '0' (0x00)
5.22871856,USB LS and FS,Byte '16' (0x10)
5.22871924,USB LS and FS,EOP
5.22871984,USB LS and FS,Byte '128' (0x80)
5.22872048,USB LS and FS,Byte K (0x4B)
5.22872116,USB LS and FS,Byte '18' (0x12)
5.22872184,USB LS and FS,Byte '1' (0x01)
5.22872248,USB LS and FS,Byte '0' (0x00)
5.22872316,USB LS and FS,Byte '2' (0x02)
5.22872384,USB LS and FS,Byte '0' (0x00)
5.22872448,USB LS and FS,Byte '0' (0x00)
5.22872516,USB LS and FS,Byte '0' (0x00)
5.22872584,USB LS and FS,Byte '8' (0x08)
5.22872648,USB LS and FS,Byte W (0x57)
5.22872716,USB LS and FS,Byte '231' (0xE7)
5.22872784,USB LS and FS,EOP
5.22872864,USB LS and FS,Byte '128' (0x80)
5.22872928,USB LS and FS,Byte '210' (0xD2)
5.22872996,USB LS and FS,EOP
5.22882488,USB LS and FS,Byte '128' (0x80)
5.22882556,USB LS and FS,Byte '165' (0xA5)
5.22882624,USB LS and FS,Byte '185' (0xB9)
5.22882688,USB LS and FS,Byte '18' (0x12)
5.22882756,USB LS and FS,EOP
5.2288572,USB LS and FS,Byte '128' (0x80)
5.22885788,USB LS and FS,Byte '225' (0xE1)
5.22885856,USB LS and FS,Byte '0' (0x00)
5.2288592,USB LS and FS,Byte '16' (0x10)
5.22885988,USB LS and FS,EOP
5.22886064,USB LS and FS,Byte '128' (0x80)
5.22886128,USB LS and FS,Byte K (0x4B)
5.22886196,USB LS and FS,Byte '0' (0x00)
5.22886264,USB LS and FS,Byte '0' (0x00)
5.22886332,USB LS and FS,EOP
5.22886392,USB LS and FS,Byte '128' (0x80)
5.22886456,USB LS and FS,Byte '210' (0xD2)
5.22886524,USB LS and FS,EOP
5.2290048,USB LS and FS,Reset
5.2448256,USB LS and FS,Byte '128' (0x80)
5.24482628,USB LS and FS,Byte '165' (0xA5)
5.24482692,USB LS and FS,Byte '201' (0xC9)
5.2448276,USB LS and FS,"Byte "" (0x22)"
5.24482828,USB LS and FS,EOP
5.24582572,USB LS and FS,Byte '128' (0x80)
5.24582636,USB LS and FS,Byte '165' (0xA5)
5.24582704,USB LS and FS,Byte '202' (0xCA)
5.24582772,USB LS and FS,Byte b (0x62)
5.24582836,USB LS and FS,EOP
5.24682572,USB LS and FS,Byte '128' (0x80)
5.2468264,USB LS and FS,Byte '165' (0xA5)
5.24682704,USB LS and FS,Byte '203' (0xCB)
5.24682772,USB LS and FS,Byte '154' (0x9A)
5.2468284,USB LS and FS,EOP
5.24782576,USB LS and FS,Byte '128' (0x80)
5.24782644,USB LS and FS,Byte '165' (0xA5)
5.24782712,USB LS and FS,Byte '204' (0xCC)
5.24782776,USB LS and FS,Byte '226' (0xE2)
5.24782844,USB LS and FS,EOP
5.2488258,USB LS and FS,Byte '128' (0x80)
5.24882648,USB LS and FS,Byte '165' (0xA5)
5.24882712,USB LS and FS,Byte '205' (0xCD)
5.2488278,USB LS and FS,Byte '26' (0x1A)
5.24882848,USB LS and FS,EOP
5.24982584,USB LS and FS,Byte '128' (0x80)
5.24982652,USB LS and FS,Byte '165' (0xA5)
5.2498272,USB LS and FS,Byte '206' (0xCE)
5.24982784,USB LS and FS,Byte Z (0x5A)
5.24982852,USB LS and FS,EOP
5.25082592,USB LS and FS,Byte '128' (0x80)
5.25082656,USB LS and FS,Byte '165' (0xA5)
5.25082724,USB LS and FS,Byte '207' (0xCF)
5.25082792,USB LS and FS,Byte '162' (0xA2)
5.2508286,USB LS and FS,EOP
5.25182596,USB LS and FS,Byte '128' (0x80)
5.2518266,USB LS and FS,Byte '165' (0xA5)
5.25182728,USB LS and FS,Byte '208' (0xD0)
5.25182796,USB LS and FS,Byte J (0x4A)
5.25182864,USB LS and FS,EOP
5.252826,USB LS and FS,Byte '128' (0x80)
5.25282664,USB LS and FS,Byte '165' (0xA5)
5.25282732,USB LS and FS,Byte '209' (0xD1)
5.252828,USB LS and FS,Byte '178' (0xB2)
5.25282868,USB LS and FS,EOP
5.25382604,USB LS and FS,Byte '128' (0x80)
5.25382668,USB LS and FS,Byte '165' (0xA5)
5.25382736,USB LS and FS,Byte '210' (0xD2)
5.25382804,USB LS and FS,Byte '242' (0xF2)
5.25382872,USB LS and FS,EOP
5.25482608,USB LS and FS,Byte '128' (0x80)
5.25482676,USB LS and FS,Byte '165' (0xA5)
5.25482744,USB LS and FS,Byte '211' (0xD3)
5.25482808,USB LS and FS,Byte \n (0x0A)
5.25482876,USB LS and FS,EOP
5.25582612,USB LS and FS,Byte '128' (0x80)
5.2558268,USB LS and FS,Byte '165' (0xA5)
5.25582748,USB LS and FS,Byte '212' (0xD4)
5.25582812,USB LS and FS,Byte r (0x72)
5.2558288,USB LS and FS,EOP
5.25682616,USB LS and FS,Byte '128' (0x80)
5.25682684,USB LS and FS,Byte '165' (0xA5)
5.25682752,USB LS and FS,Byte '213' (0xD5)
5.25682816,USB LS and FS,Byte '138' (0x8A)
5.25682884,USB LS and FS,EOP
5.25782624,USB LS and FS,Byte '128' (0x80)
