Time [s],Byte
13.004637499999999,0x66
13.004638125000000,0x9F
13.008636437500000,0x88
13.008637000000000,0xA5
13.008637687500000,0x6A
13.008638312500000,0xD7
13.022637062499999,0x88
13.022637625000000,0xA5
13.022638312500000,0x78
13.022638937500000,0x8F
13.072639312500000,0x88
13.072639875000000,0xA5
13.072640562500000,0xAA
13.072641250000000,0x3F
13.083639812500000,0x88
13.083640375000000,0xA5
13.083641062500000,0xB5
13.083641750000000,0xD7
13.107640875000000,0x88
13.107641437500000,0xA5
13.107642125000000,0xCD
13.107642750000000,0x97
13.108640937500001,0x88
13.108641499999999,0xA5
13.108642187499999,0xCE
13.108642812499999,0xD7
13.118641374999999,0x88
13.118641937500000,0xA5
13.118642625000000,0xD8
13.118643250000000,0xB7
13.132642000000001,0x88
13.132642562499999,0xA5
13.132643249999999,0xE6
13.132643874999999,0x2F
13.146642625000000,0x88
13.146643187500000,0xA5
13.146643875000001,0xF4
13.146644562500001,0x77
13.477657499999999,0x88
13.477658062500000,0xA5
