name,type,start_time,duration,value
USB LS and FS,v1frame,6.6069985,1.88E-07,Error packet
USB LS and FS,v1frame,6.60699869,1.31E-06,Error packet
USB LS and FS,v1frame,6.60734881,2.81E-06,Error packet
USB LS and FS,v1frame,6.6082455,2.81E-06,Error packet
USB LS and FS,v1frame,6.60824869,3.75E-07,Error packet
USB LS and FS,v1frame,6.60824906,5.00E-07,Error packet
USB LS and FS,v1frame,6.60834894,2.56E-06,Error packet
USB LS and FS,v1frame,6.609349,2.75E-06,Error packet
USB LS and FS,v1frame,6.6094955,2.81E-06,Error packet
USB LS and FS,v1frame,6.60949875,1.87E-07,Error packet
USB LS and FS,v1frame,6.60949894,5.00E-07,Error packet
USB LS and FS,v1frame,6.6095,2.50E-07,Error packet
USB LS and FS,v1frame,6.61034894,2.94E-06,Error packet
USB LS and FS,v1frame,6.61074537,2.81E-06,Error packet
USB LS and FS,v1frame,6.61074863,1.88E-07,Error packet
USB LS and FS,v1frame,6.61074881,2.50E-07,Error packet
USB LS and FS,v1frame,6.61074906,2.50E-07,Error packet
USB LS and FS,v1frame,6.61074987,2.50E-07,Error packet
USB LS and FS,v1frame,6.611349,2.81E-06,Error packet
USB LS and FS,v1frame,6.6119955,2.75E-06,Error packet
USB LS and FS,v1frame,6.61199869,5.00E-07,Error packet
USB LS and FS,v1frame,6.61199994,1.87E-07,Error packet
USB LS and FS,v1frame,6.61234912,2.75E-06,Error packet
USB LS and FS,v1frame,6.61324563,2.81E-06,Error packet
USB LS and FS,v1frame,6.61324888,1.88E-07,Error packet
USB LS and FS,v1frame,6.61324906,2.50E-07,Error packet
USB LS and FS,v1frame,6.61324931,2.50E-07,Error packet
USB LS and FS,v1frame,6.61325013,2.50E-07,Error packet
USB LS and FS,v1frame,6.61334919,2.75E-06,Error packet
USB LS and FS,v1frame,6.61434913,1.87E-07,Error packet
USB LS and FS,v1frame,6.61434931,2.50E-07,Error packet
USB LS and FS,v1frame,6.61434956,5.00E-07,Error packet
USB LS and FS,v1frame,6.61435006,2.50E-07,Error packet
USB LS and FS,v1frame,6.61435044,1.25E-07,Error packet
USB LS and FS,v1frame,6.61435056,5.00E-07,Error packet
USB LS and FS,v1frame,6.61435106,5.00E-07,Error packet
USB LS and FS,v1frame,6.61449575,2.81E-06,Error packet
USB LS and FS,v1frame,6.614499,1.87E-07,Error packet
USB LS and FS,v1frame,6.61449919,2.50E-07,Error packet
USB LS and FS,v1frame,6.61449944,2.50E-07,Error packet
USB LS and FS,v1frame,6.61450025,2.50E-07,Error packet
USB LS and FS,v1frame,6.61534919,2.50E-07,Error packet
USB LS and FS,v1frame,6.61534944,2.50E-07,Error packet
USB LS and FS,v1frame,6.61535006,1.25E-07,Error packet
USB LS and FS,v1frame,6.61535056,1.25E-07,Error packet
USB LS and FS,v1frame,6.61535069,5.00E-07,Error packet
USB LS and FS,v1frame,6.61535169,3.13E-07,Error packet
USB LS and FS,v1frame,6.61574556,3.75E-07,Error packet
USB LS and FS,v1frame,6.61574594,5.00E-07,Error packet
USB LS and FS,v1frame,6.615747,1.88E-07,Error packet
USB LS and FS,v1frame,6.61574731,1.25E-07,Error packet
USB LS and FS,v1frame,6.61574744,2.50E-07,Error packet
USB LS and FS,v1frame,6.61574769,2.50E-07,Error packet
USB LS and FS,v1frame,6.61574794,2.50E-07,Error packet
USB LS and FS,v1frame,6.61574819,1.88E-07,Error packet
USB LS and FS,v1frame,6.61574888,1.88E-07,Error packet
USB LS and FS,v1frame,6.61574906,2.50E-07,Error packet
USB LS and FS,v1frame,6.61574931,2.50E-07,Error packet
USB LS and FS,v1frame,6.61575012,2.50E-07,Error packet
USB LS and FS,v1frame,6.61634919,1.25E-07,Error packet
USB LS and FS,v1frame,6.61634931,2.50E-07,Error packet
USB LS and FS,v1frame,6.61634956,1.00E-06,Error packet
USB LS and FS,v1frame,6.61635069,1.25E-07,Error packet
USB LS and FS,v1frame,6.61635113,4.38E-07,Error packet
USB LS and FS,v1frame,6.61635181,1.88E-07,Error packet
USB LS and FS,v1frame,6.61699563,2.81E-06,Error packet
USB LS and FS,v1frame,6.61699881,1.25E-07,Error packet
USB LS and FS,v1frame,6.61699894,2.50E-07,Error packet
USB LS and FS,v1frame,6.61699919,5.00E-07,Error packet
USB LS and FS,v1frame,6.61734925,1.88E-07,Error packet
USB LS and FS,v1frame,6.61734944,7.50E-07,Error packet
USB LS and FS,v1frame,6.61735019,2.50E-07,Error packet
USB LS and FS,v1frame,6.61735075,9.38E-07,Error packet
USB LS and FS,v1frame,6.61735169,3.75E-07,Error packet
USB LS and FS,v1frame,6.61824569,2.81E-06,Error packet
USB LS and FS,v1frame,6.61824894,1.25E-07,Error packet
USB LS and FS,v1frame,6.61824906,2.50E-07,Error packet
USB LS and FS,v1frame,6.61824931,5.00E-07,Error packet
USB LS and FS,v1frame,6.61834931,2.81E-06,Error packet
USB LS and FS,v1frame,6.61934944,2.75E-06,Error packet
USB LS and FS,v1frame,6.619496,2.81E-06,Error packet
USB LS and FS,v1frame,6.61949925,1.88E-07,Error packet
USB LS and FS,v1frame,6.61949944,2.50E-07,Error packet
USB LS and FS,v1frame,6.61949969,2.50E-07,Error packet
USB LS and FS,v1frame,6.6195005,2.50E-07,Error packet
USB LS and FS,v1frame,6.62034937,2.81E-06,Error packet
USB LS and FS,v1frame,6.62074594,3.75E-07,Error packet
USB LS and FS,v1frame,6.62074631,2.50E-06,Error packet
USB LS and FS,v1frame,6.62074919,1.25E-07,Error packet
USB LS and FS,v1frame,6.62074931,2.50E-07,Error packet
USB LS and FS,v1frame,6.62074956,5.00E-07,Error packet
USB LS and FS,v1frame,6.62134944,2.81E-06,Error packet
USB LS and FS,v1frame,6.62199587,1.88E-07,Error packet
USB LS and FS,v1frame,6.62199606,2.63E-06,Error packet
USB LS and FS,v1frame,6.62199919,2.50E-07,Error packet
USB LS and FS,v1frame,6.62199944,2.50E-07,Error packet
USB LS and FS,v1frame,6.62200044,1.88E-07,Error packet
USB LS and FS,v1frame,6.6223495,2.81E-06,Error packet
USB LS and FS,v1frame,6.62324594,2.81E-06,Error packet
USB LS and FS,v1frame,6.62324919,1.25E-07,Error packet
USB LS and FS,v1frame,6.62324931,2.50E-07,Error packet
USB LS and FS,v1frame,6.62324956,5.00E-07,Error packet
USB LS and FS,v1frame,6.62334963,5.62E-07,SYNC
USB LS and FS,v1frame,6.62335019,6.88E-07,PID SOF
USB LS and FS,v1frame,6.62335087,8.75E-07,Frame # 0x679
USB LS and FS,v1frame,6.62335175,4.37E-07,CRC OK 0x0B
USB LS and FS,v1frame,6.62335219,2.50E-07,EOP
USB LS and FS,v1frame,6.62434956,2.81E-06,Error packet
USB LS and FS,v1frame,6.624496,2.81E-06,Error packet
USB LS and FS,v1frame,6.62449925,1.87E-07,Error packet
USB LS and FS,v1frame,6.62449944,2.50E-07,Error packet
USB LS and FS,v1frame,6.62449969,2.50E-07,Error packet
USB LS and FS,v1frame,6.6245005,2.50E-07,Error packet
USB LS and FS,v1frame,6.62534963,2.81E-06,Error packet
USB LS and FS,v1frame,6.62574744,1.25E-07,Error packet
USB LS and FS,v1frame,6.62574756,2.50E-07,Error packet
USB LS and FS,v1frame,6.62574781,5.00E-07,Error packet
USB LS and FS,v1frame,6.62574888,1.88E-07,Error packet
USB LS and FS,v1frame,6.62574919,1.25E-07,Error packet
USB LS and FS,v1frame,6.62574931,2.50E-07,Error packet
USB LS and FS,v1frame,6.62574956,2.50E-07,Error packet
USB LS and FS,v1frame,6.62574981,2.50E-07,Error packet
USB LS and FS,v1frame,6.62575006,2.50E-07,Error packet
USB LS and FS,v1frame,6.62575069,1.25E-07,Error packet
USB LS and FS,v1frame,6.62575081,2.50E-07,Error packet
USB LS and FS,v1frame,6.62575106,5.00E-07,Error packet
USB LS and FS,v1frame,6.62634969,2.50E-07,Error packet
USB LS and FS,v1frame,6.62634994,2.50E-07,Error packet
USB LS and FS,v1frame,6.62635056,1.25E-07,Error packet
USB LS and FS,v1frame,6.626351,7.50E-07,Error packet
USB LS and FS,v1frame,6.62635206,1.25E-07,Error packet
USB LS and FS,v1frame,6.62699619,2.75E-06,Error packet
USB LS and FS,v1frame,6.62699931,1.25E-07,Error packet
USB LS and FS,v1frame,6.62699944,2.50E-07,Error packet
USB LS and FS,v1frame,6.62699969,5.00E-07,Error packet
USB LS and FS,v1frame,6.62734969,1.25E-07,Error packet
USB LS and FS,v1frame,6.62734981,2.50E-07,Error packet
USB LS and FS,v1frame,6.62735006,2.06E-06,Error packet
USB LS and FS,v1frame,6.62735231,2.50E-07,Error packet
USB LS and FS,v1frame,6.62824613,1.25E-07,Error packet
USB LS and FS,v1frame,6.62824625,2.50E-07,Error packet
USB LS and FS,v1frame,6.6282465,5.00E-07,Error packet
USB LS and FS,v1frame,6.62824756,1.87E-07,Error packet
USB LS and FS,v1frame,6.62824787,1.25E-07,Error packet
USB LS and FS,v1frame,6.628248,2.50E-07,Error packet
USB LS and FS,v1frame,6.62824825,2.50E-07,Error packet
USB LS and FS,v1frame,6.6282485,2.50E-07,Error packet
USB LS and FS,v1frame,6.62824875,1.88E-07,Error packet
USB LS and FS,v1frame,6.62824944,1.25E-07,Error packet
USB LS and FS,v1frame,6.62824956,2.50E-07,Error packet
USB LS and FS,v1frame,6.62824981,5.00E-07,Error packet
USB LS and FS,v1frame,6.62834975,1.88E-07,Error packet
USB LS and FS,v1frame,6.62834994,2.50E-07,Error packet
USB LS and FS,v1frame,6.62835019,5.00E-07,Error packet
USB LS and FS,v1frame,6.62835069,2.50E-07,Error packet
USB LS and FS,v1frame,6.62835169,5.00E-07,Error packet
USB LS and FS,v1frame,6.62835231,1.25E-07,Error packet
USB LS and FS,v1frame,6.62835244,1.87E-07,Error packet
USB LS and FS,v1frame,6.62934981,2.50E-07,Error packet
USB LS and FS,v1frame,6.62935006,2.50E-07,Error packet
USB LS and FS,v1frame,6.62935069,1.25E-07,Error packet
USB LS and FS,v1frame,6.62935181,5.00E-07,Error packet
USB LS and FS,v1frame,6.62949644,2.75E-06,Error packet
USB LS and FS,v1frame,6.62949969,2.50E-07,Error packet
USB LS and FS,v1frame,6.62949994,2.50E-07,Error packet
USB LS and FS,v1frame,6.62950094,1.88E-07,Error packet
USB LS and FS,v1frame,6.63034994,2.75E-06,Error packet
USB LS and FS,v1frame,6.63074631,3.75E-07,Error packet
USB LS and FS,v1frame,6.63074669,5.00E-07,Error packet
USB LS and FS,v1frame,6.63074775,6.88E-07,Error packet
USB LS and FS,v1frame,6.63074844,2.50E-07,Error packet
USB LS and FS,v1frame,6.63074869,4.38E-07,Error packet
USB LS and FS,v1frame,6.63074962,1.88E-07,Error packet
USB LS and FS,v1frame,6.63074981,2.50E-07,Error packet
USB LS and FS,v1frame,6.63075006,2.50E-07,Error packet
USB LS and FS,v1frame,6.63075088,2.50E-07,Error packet
USB LS and FS,v1frame,6.63134987,2.81E-06,Error packet
USB LS and FS,v1frame,6.63199644,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199669,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199719,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199781,1.25E-07,Error packet
USB LS and FS,v1frame,6.63199794,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199819,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199844,5.00E-07,Error packet
USB LS and FS,v1frame,6.63199894,3.13E-07,Error packet
USB LS and FS,v1frame,6.63199969,2.50E-07,Error packet
USB LS and FS,v1frame,6.63199994,2.50E-07,Error packet
USB LS and FS,v1frame,6.63200094,1.88E-07,Error packet
USB LS and FS,v1frame,6.63234994,2.81E-06,Error packet
USB LS and FS,v1frame,6.63324637,2.81E-06,Error packet
USB LS and FS,v1frame,6.63324963,1.88E-07,Error packet
USB LS and FS,v1frame,6.63324981,2.50E-07,Error packet
USB LS and FS,v1frame,6.63325006,2.50E-07,Error packet
USB LS and FS,v1frame,6.63325087,2.50E-07,Error packet
USB LS and FS,v1frame,6.63335006,2.75E-06,Error packet
USB LS and FS,v1frame,6.63435006,2.81E-06,Error packet
USB LS and FS,v1frame,6.63449644,1.88E-07,Error packet
USB LS and FS,v1frame,6.63449662,1.75E-06,Error packet
USB LS and FS,v1frame,6.63449837,8.75E-07,Error packet
USB LS and FS,v1frame,6.63449975,1.88E-07,Error packet
USB LS and FS,v1frame,6.63449994,2.50E-07,Error packet
USB LS and FS,v1frame,6.63450019,2.50E-07,Error packet
USB LS and FS,v1frame,6.634501,2.50E-07,Error packet
USB LS and FS,v1frame,6.63535006,2.81E-06,Error packet
USB LS and FS,v1frame,6.63574681,2.75E-06,Error packet
USB LS and FS,v1frame,6.63574994,1.25E-07,Error packet
USB LS and FS,v1frame,6.63575006,2.50E-07,Error packet
USB LS and FS,v1frame,6.63575031,5.00E-07,Error packet
USB LS and FS,v1frame,6.63635012,2.81E-06,Error packet
USB LS and FS,v1frame,6.63699681,2.81E-06,Error packet
USB LS and FS,v1frame,6.637,1.88E-07,Error packet
USB LS and FS,v1frame,6.63700019,2.50E-07,Error packet
USB LS and FS,v1frame,6.63700044,2.50E-07,Error packet
USB LS and FS,v1frame,6.63700125,2.50E-07,Error packet
USB LS and FS,v1frame,6.63735025,2.75E-06,Error packet
USB LS and FS,v1frame,6.63824669,2.75E-06,Error packet
USB LS and FS,v1frame,6.63824987,1.88E-07,Error packet
USB LS and FS,v1frame,6.63825006,2.50E-07,Error packet
USB LS and FS,v1frame,6.63825031,2.50E-07,Error packet
USB LS and FS,v1frame,6.63825113,2.50E-07,Error packet
USB LS and FS,v1frame,6.63835019,2.81E-06,Error packet
USB LS and FS,v1frame,6.63935025,1.88E-07,Error packet
USB LS and FS,v1frame,6.63935044,2.50E-07,Error packet
USB LS and FS,v1frame,6.63935069,5.00E-07,Error packet
USB LS and FS,v1frame,6.63935119,2.50E-07,Error packet
USB LS and FS,v1frame,6.63935169,2.50E-07,Error packet
USB LS and FS,v1frame,6.63935194,7.50E-07,Error packet
USB LS and FS,v1frame,6.63949675,2.75E-06,Error packet
USB LS and FS,v1frame,6.63949994,2.50E-07,Error packet
USB LS and FS,v1frame,6.63950019,2.50E-07,Error packet
USB LS and FS,v1frame,6.63950119,1.88E-07,Error packet
USB LS and FS,v1frame,6.64035031,2.50E-07,Error packet
USB LS and FS,v1frame,6.64035056,2.50E-07,Error packet
USB LS and FS,v1frame,6.64035119,1.25E-07,Error packet
USB LS and FS,v1frame,6.64035194,1.25E-07,Error packet
USB LS and FS,v1frame,6.64035206,2.50E-07,Error packet
USB LS and FS,v1frame,6.64035269,1.25E-07,Error packet
USB LS and FS,v1frame,6.64074681,2.75E-06,Error packet
USB LS and FS,v1frame,6.64075006,2.50E-07,Error packet
USB LS and FS,v1frame,6.64075031,2.50E-07,Error packet
USB LS and FS,v1frame,6.64075131,1.88E-07,Error packet
USB LS and FS,v1frame,6.64135031,3.75E-07,Error packet
USB LS and FS,v1frame,6.64135069,1.50E-06,Error packet
USB LS and FS,v1frame,6.64135256,3.75E-07,Error packet
USB LS and FS,v1frame,6.64135294,1.88E-07,Error packet
USB LS and FS,v1frame,6.64199712,2.75E-06,Error packet
USB LS and FS,v1frame,6.64200031,1.25E-07,Error packet
USB LS and FS,v1frame,6.64200044,2.50E-07,Error packet
USB LS and FS,v1frame,6.64200069,5.00E-07,Error packet
USB LS and FS,v1frame,6.64235038,1.88E-07,Error packet
USB LS and FS,v1frame,6.64235056,2.50E-07,Error packet
USB LS and FS,v1frame,6.64235081,5.00E-07,Error packet
USB LS and FS,v1frame,6.64235131,2.50E-07,Error packet
USB LS and FS,v1frame,6.64235169,1.25E-07,Error packet
USB LS and FS,v1frame,6.64235206,7.50E-07,Error packet
USB LS and FS,v1frame,6.64235281,3.75E-07,Error packet
USB LS and FS,v1frame,6.643247,2.75E-06,Error packet
USB LS and FS,v1frame,6.64325019,1.25E-07,Error packet
USB LS and FS,v1frame,6.64325031,2.50E-07,Error packet
USB LS and FS,v1frame,6.64325056,5.00E-07,Error packet
USB LS and FS,v1frame,6.64335044,2.81E-06,Error packet
USB LS and FS,v1frame,6.64435056,2.75E-06,Error packet
USB LS and FS,v1frame,6.64449687,4.38E-07,Error packet
USB LS and FS,v1frame,6.64449731,2.38E-06,Error packet
USB LS and FS,v1frame,6.64450019,2.50E-07,Error packet
USB LS and FS,v1frame,6.64450044,2.50E-07,Error packet
USB LS and FS,v1frame,6.64450144,1.88E-07,Error packet
USB LS and FS,v1frame,6.6453505,2.81E-06,Error packet
USB LS and FS,v1frame,6.64574694,2.81E-06,Error packet
USB LS and FS,v1frame,6.64575013,1.87E-07,Error packet
USB LS and FS,v1frame,6.64575031,2.50E-07,Error packet
USB LS and FS,v1frame,6.64575056,2.50E-07,Error packet
USB LS and FS,v1frame,6.64575137,2.50E-07,Error packet
USB LS and FS,v1frame,6.64635056,2.81E-06,Error packet
USB LS and FS,v1frame,6.64699713,2.81E-06,Error packet
USB LS and FS,v1frame,6.64700044,2.50E-07,Error packet
USB LS and FS,v1frame,6.64700069,2.50E-07,Error packet
USB LS and FS,v1frame,6.64700169,1.88E-07,Error packet
USB LS and FS,v1frame,6.64735062,2.81E-06,Error packet
USB LS and FS,v1frame,6.64824981,2.81E-06,Error packet
USB LS and FS,v1frame,6.64825313,1.88E-07,Error packet
USB LS and FS,v1frame,6.64825331,2.50E-07,Error packet
USB LS and FS,v1frame,6.64825356,2.50E-07,Error packet
USB LS and FS,v1frame,6.64825437,2.50E-07,Error packet
USB LS and FS,v1frame,6.64835075,2.75E-06,Error packet
USB LS and FS,v1frame,6.64935069,2.81E-06,Error packet
USB LS and FS,v1frame,6.64949712,2.81E-06,Error packet
USB LS and FS,v1frame,6.64950044,2.50E-07,Error packet
USB LS and FS,v1frame,6.64950069,2.50E-07,Error packet
USB LS and FS,v1frame,6.64950169,1.88E-07,Error packet
USB LS and FS,v1frame,6.65035075,2.81E-06,Error packet
USB LS and FS,v1frame,6.65074725,2.75E-06,Error packet
USB LS and FS,v1frame,6.65075044,1.25E-07,Error packet
USB LS and FS,v1frame,6.65075056,2.50E-07,Error packet
USB LS and FS,v1frame,6.65075081,5.00E-07,Error packet
USB LS and FS,v1frame,6.65135075,2.81E-06,Error packet
USB LS and FS,v1frame,6.65199756,2.75E-06,Error packet
USB LS and FS,v1frame,6.65200069,2.50E-07,Error packet
USB LS and FS,v1frame,6.65200094,2.50E-07,Error packet
USB LS and FS,v1frame,6.65200194,1.88E-07,Error packet
USB LS and FS,v1frame,6.65235081,1.25E-07,Error packet
USB LS and FS,v1frame,6.65235094,2.50E-07,Error packet
USB LS and FS,v1frame,6.65235119,1.00E-06,Error packet
USB LS and FS,v1frame,6.65235256,1.25E-07,Error packet
USB LS and FS,v1frame,6.65235331,1.25E-07,Error packet
USB LS and FS,v1frame,6.65235344,2.50E-07,Error packet
USB LS and FS,v1frame,6.6532475,2.81E-06,Error packet
USB LS and FS,v1frame,6.65325081,2.50E-07,Error packet
USB LS and FS,v1frame,6.65325106,2.50E-07,Error packet
USB LS and FS,v1frame,6.65325206,1.88E-07,Error packet
USB LS and FS,v1frame,6.65335088,1.88E-07,Error packet
USB LS and FS,v1frame,6.65335106,2.50E-07,Error packet
USB LS and FS,v1frame,6.65335131,5.00E-07,Error packet
USB LS and FS,v1frame,6.65335181,2.50E-07,Error packet
USB LS and FS,v1frame,6.65335263,7.50E-07,Error packet
USB LS and FS,v1frame,6.65435094,2.50E-07,Error packet
USB LS and FS,v1frame,6.65435119,2.50E-07,Error packet
USB LS and FS,v1frame,6.65435181,1.25E-07,Error packet
USB LS and FS,v1frame,6.65435225,1.88E-07,Error packet
USB LS and FS,v1frame,6.65435269,2.50E-07,Error packet
USB LS and FS,v1frame,6.65435319,5.63E-07,Error packet
USB LS and FS,v1frame,6.65449731,2.81E-06,Error packet
USB LS and FS,v1frame,6.65450056,1.25E-07,Error packet
USB LS and FS,v1frame,6.65450069,2.50E-07,Error packet
USB LS and FS,v1frame,6.65450094,5.00E-07,Error packet
USB LS and FS,v1frame,6.65535094,3.75E-07,Error packet
USB LS and FS,v1frame,6.65535131,1.50E-06,Error packet
USB LS and FS,v1frame,6.65535344,1.25E-07,Error packet
USB LS and FS,v1frame,6.65535356,1.87E-07,Error packet
USB LS and FS,v1frame,6.65574737,2.81E-06,Error packet
USB LS and FS,v1frame,6.65575062,1.88E-07,Error packet
USB LS and FS,v1frame,6.65575081,2.50E-07,Error packet
USB LS and FS,v1frame,6.65575106,2.50E-07,Error packet
USB LS and FS,v1frame,6.65575187,2.50E-07,Error packet
USB LS and FS,v1frame,6.656351,2.94E-06,Error packet
USB LS and FS,v1frame,6.65699744,2.81E-06,Error packet
USB LS and FS,v1frame,6.65700075,1.88E-07,Error packet
USB LS and FS,v1frame,6.65700094,2.50E-07,Error packet
USB LS and FS,v1frame,6.65700119,2.50E-07,Error packet
USB LS and FS,v1frame,6.657002,2.50E-07,Error packet
USB LS and FS,v1frame,6.65735106,2.81E-06,Error packet
USB LS and FS,v1frame,6.65824756,2.81E-06,Error packet
USB LS and FS,v1frame,6.65825088,1.87E-07,Error packet
USB LS and FS,v1frame,6.65825106,2.50E-07,Error packet
USB LS and FS,v1frame,6.65825131,2.50E-07,Error packet
USB LS and FS,v1frame,6.65825212,2.50E-07,Error packet
USB LS and FS,v1frame,6.65835119,2.50E-06,Error packet
USB LS and FS,v1frame,6.65935112,2.81E-06,Error packet
USB LS and FS,v1frame,6.65949775,2.81E-06,Error packet
USB LS and FS,v1frame,6.659501,1.88E-07,Error packet
USB LS and FS,v1frame,6.65950119,2.50E-07,Error packet
USB LS and FS,v1frame,6.65950144,2.50E-07,Error packet
USB LS and FS,v1frame,6.65950225,2.50E-07,Error packet
USB LS and FS,v1frame,6.66035119,2.81E-06,Error packet
USB LS and FS,v1frame,6.66074762,2.81E-06,Error packet
USB LS and FS,v1frame,6.66075087,1.88E-07,Error packet
USB LS and FS,v1frame,6.66075106,2.50E-07,Error packet
USB LS and FS,v1frame,6.66075131,2.50E-07,Error packet
USB LS and FS,v1frame,6.66075213,2.50E-07,Error packet
USB LS and FS,v1frame,6.66135125,1.75E-06,Error packet
USB LS and FS,v1frame,6.661353,1.13E-06,Error packet
USB LS and FS,v1frame,6.66199775,2.75E-06,Error packet
USB LS and FS,v1frame,6.66200094,2.50E-07,Error packet
USB LS and FS,v1frame,6.66200119,2.50E-07,Error packet
USB LS and FS,v1frame,6.66200219,1.88E-07,Error packet
USB LS and FS,v1frame,6.66235138,2.75E-06,Error packet
USB LS and FS,v1frame,6.66324781,4.38E-07,Error packet
USB LS and FS,v1frame,6.66324825,2.38E-06,Error packet
USB LS and FS,v1frame,6.66325113,1.87E-07,Error packet
USB LS and FS,v1frame,6.66325131,2.50E-07,Error packet
USB LS and FS,v1frame,6.66325156,2.50E-07,Error packet
USB LS and FS,v1frame,6.66325237,2.50E-07,Error packet
USB LS and FS,v1frame,6.66335131,2.81E-06,Error packet
USB LS and FS,v1frame,6.66435144,2.75E-06,Error packet
USB LS and FS,v1frame,6.66449806,2.81E-06,Error packet
USB LS and FS,v1frame,6.66450131,1.25E-07,Error packet
USB LS and FS,v1frame,6.66450144,2.50E-07,Error packet
USB LS and FS,v1frame,6.66450169,5.00E-07,Error packet
USB LS and FS,v1frame,6.66535144,2.50E-07,Error packet
USB LS and FS,v1frame,6.66535169,2.50E-07,Error packet
USB LS and FS,v1frame,6.66535231,1.25E-07,Error packet
USB LS and FS,v1frame,6.66535294,5.00E-07,Error packet
USB LS and FS,v1frame,6.66535381,1.25E-07,Error packet
USB LS and FS,v1frame,6.66574788,2.81E-06,Error packet
USB LS and FS,v1frame,6.66575112,1.88E-07,Error packet
USB LS and FS,v1frame,6.66575131,2.50E-07,Error packet
USB LS and FS,v1frame,6.66575156,2.50E-07,Error packet
USB LS and FS,v1frame,6.66575238,2.50E-07,Error packet
USB LS and FS,v1frame,6.66635144,1.25E-07,Error packet
USB LS and FS,v1frame,6.66635156,2.50E-07,Error packet
USB LS and FS,v1frame,6.66635181,1.00E-06,Error packet
USB LS and FS,v1frame,6.66635281,2.50E-07,Error packet
USB LS and FS,v1frame,6.66635306,2.50E-07,Error packet
USB LS and FS,v1frame,6.66635369,1.25E-07,Error packet
USB LS and FS,v1frame,6.66699787,2.81E-06,Error packet
USB LS and FS,v1frame,6.66700119,2.50E-07,Error packet
USB LS and FS,v1frame,6.66700144,2.50E-07,Error packet
USB LS and FS,v1frame,6.66700244,1.88E-07,Error packet
USB LS and FS,v1frame,6.6673515,1.88E-07,Error packet
USB LS and FS,v1frame,6.66735169,2.50E-07,Error packet
USB LS and FS,v1frame,6.66735194,5.00E-07,Error packet
USB LS and FS,v1frame,6.66735244,2.50E-07,Error packet
USB LS and FS,v1frame,6.66735306,1.25E-07,Error packet
USB LS and FS,v1frame,6.66735394,3.75E-07,Error packet
USB LS and FS,v1frame,6.66824794,1.88E-07,Error packet
USB LS and FS,v1frame,6.66824812,1.75E-06,Error packet
USB LS and FS,v1frame,6.66824987,2.50E-07,Error packet
USB LS and FS,v1frame,6.66825025,1.25E-07,Error packet
USB LS and FS,v1frame,6.66825038,3.75E-07,Error packet
USB LS and FS,v1frame,6.66825119,1.25E-07,Error packet
USB LS and FS,v1frame,6.66825131,2.50E-07,Error packet
USB LS and FS,v1frame,6.66825156,5.00E-07,Error packet
USB LS and FS,v1frame,6.66835156,2.50E-07,Error packet
USB LS and FS,v1frame,6.66835181,2.50E-07,Error packet
USB LS and FS,v1frame,6.66835244,1.25E-07,Error packet
USB LS and FS,v1frame,6.66835313,4.38E-07,Error packet
USB LS and FS,v1frame,6.66835412,2.50E-07,Error packet
USB LS and FS,v1frame,6.66935169,2.75E-06,Error packet
USB LS and FS,v1frame,6.66949819,2.81E-06,Error packet
USB LS and FS,v1frame,6.66950144,2.50E-07,Error packet
USB LS and FS,v1frame,6.66950169,2.50E-07,Error packet
USB LS and FS,v1frame,6.66950269,2.50E-07,Error packet
USB LS and FS,v1frame,6.67035163,2.81E-06,Error packet
USB LS and FS,v1frame,6.67074819,2.81E-06,Error packet
USB LS and FS,v1frame,6.67075144,1.25E-07,Error packet
USB LS and FS,v1frame,6.67075156,2.50E-07,Error packet
USB LS and FS,v1frame,6.67075181,5.00E-07,Error packet
USB LS and FS,v1frame,6.67135169,2.81E-06,Error packet
USB LS and FS,v1frame,6.67199813,2.81E-06,Error packet
USB LS and FS,v1frame,6.67200144,2.50E-07,Error packet
USB LS and FS,v1frame,6.67200169,2.50E-07,Error packet
USB LS and FS,v1frame,6.67200269,2.50E-07,Error packet
USB LS and FS,v1frame,6.67235181,2.75E-06,Error packet
USB LS and FS,v1frame,6.67324819,2.81E-06,Error packet
USB LS and FS,v1frame,6.67325144,1.25E-07,Error packet
USB LS and FS,v1frame,6.67325156,2.50E-07,Error packet
USB LS and FS,v1frame,6.67325181,5.00E-07,Error packet
USB LS and FS,v1frame,6.67335187,2.75E-06,Error packet
USB LS and FS,v1frame,6.67435181,2.81E-06,Error packet
USB LS and FS,v1frame,6.67449825,2.81E-06,Error packet
USB LS and FS,v1frame,6.6745015,1.88E-07,Error packet
USB LS and FS,v1frame,6.67450169,2.50E-07,Error packet
USB LS and FS,v1frame,6.67450194,2.50E-07,Error packet
USB LS and FS,v1frame,6.67450275,2.50E-07,Error packet
USB LS and FS,v1frame,6.67535187,2.81E-06,Error packet
USB LS and FS,v1frame,6.67574856,2.50E-07,Error packet
USB LS and FS,v1frame,6.67574881,2.50E-07,Error packet
USB LS and FS,v1frame,6.67574931,2.50E-07,Error packet
USB LS and FS,v1frame,6.67574994,1.25E-07,Error packet
USB LS and FS,v1frame,6.67575006,2.50E-07,Error packet
USB LS and FS,v1frame,6.67575031,2.50E-07,Error packet
