name,type,start_time,duration,value
USB LS and FS,v1frame,6.67575056,5.00E-07,Error packet
USB LS and FS,v1frame,6.67575106,3.13E-07,Error packet
USB LS and FS,v1frame,6.67575181,2.50E-07,Error packet
USB LS and FS,v1frame,6.67575206,2.50E-07,Error packet
USB LS and FS,v1frame,6.67575306,1.88E-07,Error packet
USB LS and FS,v1frame,6.676352,2.75E-06,Error packet
USB LS and FS,v1frame,6.67699838,1.25E-07,Error packet
USB LS and FS,v1frame,6.6769985,2.50E-07,Error packet
USB LS and FS,v1frame,6.67699875,5.00E-07,Error packet
USB LS and FS,v1frame,6.67699981,1.88E-07,Error packet
USB LS and FS,v1frame,6.67700013,1.25E-07,Error packet
USB LS and FS,v1frame,6.67700025,2.50E-07,Error packet
USB LS and FS,v1frame,6.6770005,2.50E-07,Error packet
USB LS and FS,v1frame,6.67700075,2.50E-07,Error packet
USB LS and FS,v1frame,6.677001,1.88E-07,Error packet
USB LS and FS,v1frame,6.67700169,2.50E-07,Error packet
USB LS and FS,v1frame,6.67700194,2.50E-07,Error packet
USB LS and FS,v1frame,6.67700294,1.87E-07,Error packet
USB LS and FS,v1frame,6.67735194,1.25E-07,Error packet
USB LS and FS,v1frame,6.67735206,2.50E-07,Error packet
USB LS and FS,v1frame,6.67735231,1.50E-06,Error packet
USB LS and FS,v1frame,6.67824837,1.25E-07,Error packet
USB LS and FS,v1frame,6.6782485,2.50E-07,Error packet
USB LS and FS,v1frame,6.67824875,5.00E-07,Error packet
USB LS and FS,v1frame,6.67824981,1.88E-07,Error packet
USB LS and FS,v1frame,6.67825012,1.25E-07,Error packet
USB LS and FS,v1frame,6.67825025,2.50E-07,Error packet
USB LS and FS,v1frame,6.6782505,2.50E-07,Error packet
USB LS and FS,v1frame,6.67825075,2.50E-07,Error packet
USB LS and FS,v1frame,6.678251,1.88E-07,Error packet
USB LS and FS,v1frame,6.67825169,1.25E-07,Error packet
USB LS and FS,v1frame,6.67825181,1.38E-06,Error packet
USB LS and FS,v1frame,6.678352,1.88E-07,Error packet
USB LS and FS,v1frame,6.67835219,2.50E-07,Error packet
USB LS and FS,v1frame,6.67835244,5.00E-07,Error packet
USB LS and FS,v1frame,6.67835294,2.50E-07,Error packet
USB LS and FS,v1frame,6.67835331,1.25E-07,Error packet
USB LS and FS,v1frame,6.67835344,1.44E-06,Error packet
USB LS and FS,v1frame,6.67935206,5.00E-07,Error packet
USB LS and FS,v1frame,6.67935294,1.25E-07,Error packet
USB LS and FS,v1frame,6.67935344,1.25E-07,Error packet
USB LS and FS,v1frame,6.67935356,5.00E-07,Error packet
USB LS and FS,v1frame,6.67935431,5.62E-07,Error packet
USB LS and FS,v1frame,6.67949844,2.81E-06,Error packet
USB LS and FS,v1frame,6.67950175,1.50E-06,Error packet
USB LS and FS,v1frame,6.68035206,3.75E-07,Error packet
USB LS and FS,v1frame,6.68035244,1.50E-06,Error packet
USB LS and FS,v1frame,6.68035431,5.63E-07,Error packet
USB LS and FS,v1frame,6.68074875,2.81E-06,Error packet
USB LS and FS,v1frame,6.68075194,1.25E-07,Error packet
USB LS and FS,v1frame,6.68075206,2.50E-07,Error packet
USB LS and FS,v1frame,6.68075231,5.00E-07,Error packet
USB LS and FS,v1frame,6.68135213,1.87E-07,Error packet
USB LS and FS,v1frame,6.68135231,1.00E-06,Error packet
USB LS and FS,v1frame,6.68135362,1.38E-06,Error packet
USB LS and FS,v1frame,6.68199869,2.81E-06,Error packet
USB LS and FS,v1frame,6.68200194,2.50E-07,Error packet
USB LS and FS,v1frame,6.68200219,2.50E-07,Error packet
USB LS and FS,v1frame,6.68200319,1.88E-07,Error packet
USB LS and FS,v1frame,6.68235219,2.81E-06,Error packet
USB LS and FS,v1frame,6.68324863,2.81E-06,Error packet
USB LS and FS,v1frame,6.68325187,1.88E-07,Error packet
USB LS and FS,v1frame,6.68325206,2.50E-07,Error packet
USB LS and FS,v1frame,6.68325231,2.50E-07,Error packet
USB LS and FS,v1frame,6.68325313,2.50E-07,Error packet
USB LS and FS,v1frame,6.68335231,2.56E-06,Error packet
USB LS and FS,v1frame,6.68435225,2.81E-06,Error packet
USB LS and FS,v1frame,6.68449869,2.50E-07,Error packet
USB LS and FS,v1frame,6.68449894,2.50E-07,Error packet
USB LS and FS,v1frame,6.68449944,2.50E-07,Error packet
USB LS and FS,v1frame,6.68450006,1.25E-07,Error packet
USB LS and FS,v1frame,6.68450019,2.50E-07,Error packet
USB LS and FS,v1frame,6.68450044,2.50E-07,Error packet
USB LS and FS,v1frame,6.68450069,5.00E-07,Error packet
USB LS and FS,v1frame,6.68450119,3.12E-07,Error packet
USB LS and FS,v1frame,6.68450194,2.50E-07,Error packet
USB LS and FS,v1frame,6.68450219,2.50E-07,Error packet
USB LS and FS,v1frame,6.68450319,2.50E-07,Error packet
USB LS and FS,v1frame,6.68535231,2.81E-06,Error packet
USB LS and FS,v1frame,6.68574894,1.88E-07,Error packet
USB LS and FS,v1frame,6.68574913,2.50E-07,Error packet
USB LS and FS,v1frame,6.68574938,1.00E-06,Error packet
USB LS and FS,v1frame,6.68575037,5.00E-07,Error packet
USB LS and FS,v1frame,6.68575088,2.50E-07,Error packet
USB LS and FS,v1frame,6.68575125,1.25E-07,Error packet
USB LS and FS,v1frame,6.68575137,3.75E-07,Error packet
USB LS and FS,v1frame,6.68575231,1.38E-06,Error packet
USB LS and FS,v1frame,6.68635238,2.81E-06,Error packet
USB LS and FS,v1frame,6.68699894,1.88E-07,Error packet
USB LS and FS,v1frame,6.68699913,2.50E-07,Error packet
USB LS and FS,v1frame,6.68699938,1.00E-06,Error packet
USB LS and FS,v1frame,6.68700038,5.00E-07,Error packet
USB LS and FS,v1frame,6.68700087,2.50E-07,Error packet
USB LS and FS,v1frame,6.68700125,1.25E-07,Error packet
USB LS and FS,v1frame,6.68700138,3.75E-07,Error packet
USB LS and FS,v1frame,6.68700225,1.88E-07,Error packet
USB LS and FS,v1frame,6.68700244,2.50E-07,Error packet
USB LS and FS,v1frame,6.68700269,2.50E-07,Error packet
USB LS and FS,v1frame,6.6870035,2.50E-07,Error packet
USB LS and FS,v1frame,6.6873525,2.75E-06,Error packet
USB LS and FS,v1frame,6.68824888,2.50E-07,Error packet
USB LS and FS,v1frame,6.68824912,2.50E-07,Error packet
USB LS and FS,v1frame,6.68824963,2.50E-07,Error packet
USB LS and FS,v1frame,6.68825025,1.25E-07,Error packet
USB LS and FS,v1frame,6.68825037,2.50E-07,Error packet
USB LS and FS,v1frame,6.68825063,2.50E-07,Error packet
USB LS and FS,v1frame,6.68825087,5.00E-07,Error packet
USB LS and FS,v1frame,6.68825138,3.13E-07,Error packet
USB LS and FS,v1frame,6.68825212,4.38E-07,Error packet
USB LS and FS,v1frame,6.68825256,1.06E-06,Error packet
USB LS and FS,v1frame,6.68835244,2.81E-06,Error packet
USB LS and FS,v1frame,6.6893525,2.81E-06,Error packet
USB LS and FS,v1frame,6.689499,2.75E-06,Error packet
USB LS and FS,v1frame,6.68950219,2.50E-07,Error packet
USB LS and FS,v1frame,6.68950244,2.50E-07,Error packet
USB LS and FS,v1frame,6.68950344,2.50E-07,Error packet
USB LS and FS,v1frame,6.69035256,2.50E-07,Error packet
USB LS and FS,v1frame,6.69035281,2.50E-07,Error packet
USB LS and FS,v1frame,6.69035344,1.25E-07,Error packet
USB LS and FS,v1frame,6.69035387,7.50E-07,Error packet
USB LS and FS,v1frame,6.69035512,2.50E-07,Error packet
USB LS and FS,v1frame,6.69074894,1.25E-07,Error packet
USB LS and FS,v1frame,6.69074906,2.50E-07,Error packet
USB LS and FS,v1frame,6.69074931,5.00E-07,Error packet
USB LS and FS,v1frame,6.69075038,1.87E-07,Error packet
USB LS and FS,v1frame,6.69075069,1.25E-07,Error packet
USB LS and FS,v1frame,6.69075081,2.50E-07,Error packet
USB LS and FS,v1frame,6.69075106,2.50E-07,Error packet
USB LS and FS,v1frame,6.69075131,2.50E-07,Error packet
USB LS and FS,v1frame,6.69075156,1.88E-07,Error packet
USB LS and FS,v1frame,6.69075219,1.25E-07,Error packet
USB LS and FS,v1frame,6.69075231,1.00E-06,Error packet
USB LS and FS,v1frame,6.69135256,1.25E-07,Error packet
USB LS and FS,v1frame,6.69135269,2.50E-07,Error packet
USB LS and FS,v1frame,6.69135294,1.50E-06,Error packet
USB LS and FS,v1frame,6.69135494,4.38E-07,Error packet
USB LS and FS,v1frame,6.69199937,2.75E-06,Error packet
USB LS and FS,v1frame,6.69200256,1.25E-07,Error packet
USB LS and FS,v1frame,6.69200269,2.50E-07,Error packet
USB LS and FS,v1frame,6.69200294,5.00E-07,Error packet
USB LS and FS,v1frame,6.69235262,1.88E-07,Error packet
USB LS and FS,v1frame,6.69235281,2.50E-07,Error packet
USB LS and FS,v1frame,6.69235306,5.00E-07,Error packet
USB LS and FS,v1frame,6.69235356,2.50E-07,Error packet
USB LS and FS,v1frame,6.69235494,1.25E-07,Error packet
USB LS and FS,v1frame,6.69324925,5.00E-07,Error packet
USB LS and FS,v1frame,6.69325062,1.25E-07,Error packet
USB LS and FS,v1frame,6.69325075,2.50E-07,Error packet
USB LS and FS,v1frame,6.693251,7.50E-07,Error packet
USB LS and FS,v1frame,6.69325175,3.12E-07,Error packet
USB LS and FS,v1frame,6.69325256,2.50E-07,Error packet
USB LS and FS,v1frame,6.69325281,1.25E-06,Error packet
USB LS and FS,v1frame,6.69335269,5.00E-07,Error packet
USB LS and FS,v1frame,6.69335356,1.25E-07,Error packet
USB LS and FS,v1frame,6.69335525,3.13E-07,Error packet
USB LS and FS,v1frame,6.69435281,2.75E-06,Error packet
USB LS and FS,v1frame,6.69449913,2.81E-06,Error packet
USB LS and FS,v1frame,6.69450244,2.50E-07,Error packet
USB LS and FS,v1frame,6.69450269,1.25E-06,Error packet
USB LS and FS,v1frame,6.69535275,2.81E-06,Error packet
USB LS and FS,v1frame,6.69574919,2.81E-06,Error packet
USB LS and FS,v1frame,6.69575244,1.25E-07,Error packet
USB LS and FS,v1frame,6.69575256,1.38E-06,Error packet
USB LS and FS,v1frame,6.69635281,2.81E-06,Error packet
USB LS and FS,v1frame,6.69699931,3.75E-07,Error packet
USB LS and FS,v1frame,6.69699969,5.00E-07,Error packet
USB LS and FS,v1frame,6.69700075,1.88E-07,Error packet
USB LS and FS,v1frame,6.69700106,1.25E-07,Error packet
USB LS and FS,v1frame,6.69700119,2.50E-07,Error packet
USB LS and FS,v1frame,6.69700144,2.50E-07,Error packet
USB LS and FS,v1frame,6.69700169,2.50E-07,Error packet
USB LS and FS,v1frame,6.69700194,1.88E-07,Error packet
USB LS and FS,v1frame,6.69700256,1.25E-07,Error packet
USB LS and FS,v1frame,6.69700269,1.38E-06,Error packet
USB LS and FS,v1frame,6.69735294,2.75E-06,Error packet
USB LS and FS,v1frame,6.69824956,2.81E-06,Error packet
USB LS and FS,v1frame,6.69825287,4.38E-07,Error packet
USB LS and FS,v1frame,6.69825331,1.06E-06,Error packet
USB LS and FS,v1frame,6.69835294,2.81E-06,Error packet
USB LS and FS,v1frame,6.69935294,2.81E-06,Error packet
USB LS and FS,v1frame,6.69949938,2.81E-06,Error packet
USB LS and FS,v1frame,6.69950269,1.38E-06,Error packet
USB LS and FS,v1frame,6.700353,2.81E-06,Error packet
USB LS and FS,v1frame,6.7007495,2.75E-06,Error packet
USB LS and FS,v1frame,6.70075269,1.25E-07,Error packet
USB LS and FS,v1frame,6.70075281,1.38E-06,Error packet
USB LS and FS,v1frame,6.70135312,2.75E-06,Error packet
USB LS and FS,v1frame,6.70199944,2.81E-06,Error packet
USB LS and FS,v1frame,6.70200269,2.50E-07,Error packet
USB LS and FS,v1frame,6.70200294,1.25E-06,Error packet
USB LS and FS,v1frame,6.70235306,2.94E-06,Error packet
USB LS and FS,v1frame,6.70324981,2.75E-06,Error packet
USB LS and FS,v1frame,6.70325294,1.25E-07,Error packet
USB LS and FS,v1frame,6.70325306,2.50E-07,Error packet
USB LS and FS,v1frame,6.70325331,1.13E-06,Error packet
USB LS and FS,v1frame,6.70335312,1.88E-07,Error packet
USB LS and FS,v1frame,6.70335331,2.50E-07,Error packet
USB LS and FS,v1frame,6.70335356,5.00E-07,Error packet
USB LS and FS,v1frame,6.70335406,2.50E-07,Error packet
USB LS and FS,v1frame,6.70335456,2.50E-07,Error packet
USB LS and FS,v1frame,6.70335481,7.50E-07,Error packet
USB LS and FS,v1frame,6.70335556,3.75E-07,Error packet
USB LS and FS,v1frame,6.70435319,5.00E-07,Error packet
USB LS and FS,v1frame,6.70435406,1.25E-07,Error packet
USB LS and FS,v1frame,6.70435481,1.25E-07,Error packet
USB LS and FS,v1frame,6.70435544,5.62E-07,Error packet
USB LS and FS,v1frame,6.70449975,2.81E-06,Error packet
USB LS and FS,v1frame,6.704503,1.50E-06,Error packet
USB LS and FS,v1frame,6.70535319,3.75E-07,Error packet
USB LS and FS,v1frame,6.70535356,2.25E-06,Error packet
USB LS and FS,v1frame,6.70535581,1.88E-07,Error packet
USB LS and FS,v1frame,6.70574963,1.87E-07,Error packet
USB LS and FS,v1frame,6.70574981,2.50E-07,Error packet
USB LS and FS,v1frame,6.70575006,1.00E-06,Error packet
USB LS and FS,v1frame,6.70575106,5.00E-07,Error packet
USB LS and FS,v1frame,6.70575156,2.50E-07,Error packet
USB LS and FS,v1frame,6.70575194,1.25E-07,Error packet
USB LS and FS,v1frame,6.70575206,3.75E-07,Error packet
USB LS and FS,v1frame,6.70575287,4.38E-07,Error packet
USB LS and FS,v1frame,6.70575331,1.06E-06,Error packet
USB LS and FS,v1frame,6.70635325,1.88E-07,Error packet
USB LS and FS,v1frame,6.70635344,2.50E-07,Error packet
USB LS and FS,v1frame,6.70635369,5.00E-07,Error packet
USB LS and FS,v1frame,6.70635419,2.50E-07,Error packet
USB LS and FS,v1frame,6.70635456,1.25E-07,Error packet
USB LS and FS,v1frame,6.70635494,7.50E-07,Error packet
USB LS and FS,v1frame,6.70699969,2.81E-06,Error packet
USB LS and FS,v1frame,6.707003,4.38E-07,Error packet
USB LS and FS,v1frame,6.70700344,1.06E-06,Error packet
USB LS and FS,v1frame,6.70735331,2.81E-06,Error packet
USB LS and FS,v1frame,6.70825,2.81E-06,Error packet
USB LS and FS,v1frame,6.70825331,2.50E-07,Error packet
USB LS and FS,v1frame,6.70825356,1.25E-06,Error packet
USB LS and FS,v1frame,6.70835344,2.56E-06,Error packet
USB LS and FS,v1frame,6.70935338,2.81E-06,Error packet
USB LS and FS,v1frame,6.70950012,2.75E-06,Error packet
USB LS and FS,v1frame,6.70950344,1.38E-06,Error packet
USB LS and FS,v1frame,6.71035344,2.81E-06,Error packet
USB LS and FS,v1frame,6.71074994,2.75E-06,Error packet
USB LS and FS,v1frame,6.71075313,1.50E-06,Error packet
USB LS and FS,v1frame,6.7113535,2.81E-06,Error packet
USB LS and FS,v1frame,6.712,2.75E-06,Error packet
USB LS and FS,v1frame,6.71200319,2.50E-07,Error packet
USB LS and FS,v1frame,6.71200344,1.25E-06,Error packet
USB LS and FS,v1frame,6.71235363,2.75E-06,Error packet
USB LS and FS,v1frame,6.71325006,2.75E-06,Error packet
USB LS and FS,v1frame,6.71325331,1.38E-06,Error packet
USB LS and FS,v1frame,6.71335356,2.81E-06,Error packet
USB LS and FS,v1frame,6.71435363,2.81E-06,Error packet
USB LS and FS,v1frame,6.71450037,2.75E-06,Error packet
USB LS and FS,v1frame,6.71450369,1.38E-06,Error packet
USB LS and FS,v1frame,6.71535369,2.50E-07,Error packet
USB LS and FS,v1frame,6.71535394,2.50E-07,Error packet
USB LS and FS,v1frame,6.71535456,1.25E-07,Error packet
USB LS and FS,v1frame,6.71535619,3.13E-07,Error packet
USB LS and FS,v1frame,6.71575025,2.81E-06,Error packet
USB LS and FS,v1frame,6.71575356,1.50E-06,Error packet
USB LS and FS,v1frame,6.71635369,1.25E-07,Error packet
USB LS and FS,v1frame,6.71635381,2.50E-07,Error packet
USB LS and FS,v1frame,6.71635406,1.00E-06,Error packet
USB LS and FS,v1frame,6.71635631,1.88E-07,Error packet
USB LS and FS,v1frame,6.71700013,2.81E-06,Error packet
USB LS and FS,v1frame,6.71700344,1.50E-06,Error packet
USB LS and FS,v1frame,6.71735375,1.88E-07,Error packet
USB LS and FS,v1frame,6.71735394,2.50E-07,Error packet
USB LS and FS,v1frame,6.71735419,5.00E-07,Error packet
USB LS and FS,v1frame,6.71735469,2.50E-07,Error packet
USB LS and FS,v1frame,6.71735619,3.75E-07,Error packet
USB LS and FS,v1frame,6.71825019,1.88E-07,Error packet
USB LS and FS,v1frame,6.71825038,1.75E-06,Error packet
USB LS and FS,v1frame,6.71825213,8.75E-07,Error packet
USB LS and FS,v1frame,6.71825337,1.50E-06,Error packet
USB LS and FS,v1frame,6.71835381,5.00E-07,Error packet
USB LS and FS,v1frame,6.71835469,1.25E-07,Error packet
USB LS and FS,v1frame,6.71835513,1.88E-07,Error packet
USB LS and FS,v1frame,6.71835619,1.25E-07,Error packet
USB LS and FS,v1frame,6.71935388,2.81E-06,Error packet
USB LS and FS,v1frame,6.71950025,1.25E-07,Error packet
USB LS and FS,v1frame,6.71950037,2.50E-07,Error packet
USB LS and FS,v1frame,6.71950063,5.00E-07,Error packet
USB LS and FS,v1frame,6.71950169,1.88E-07,Error packet
USB LS and FS,v1frame,6.719502,1.25E-07,Error packet
USB LS and FS,v1frame,6.71950212,2.50E-07,Error packet
USB LS and FS,v1frame,6.71950238,2.50E-07,Error packet
USB LS and FS,v1frame,6.71950262,2.50E-07,Error packet
USB LS and FS,v1frame,6.71950287,1.88E-07,Error packet
USB LS and FS,v1frame,6.71950369,1.38E-06,Error packet
USB LS and FS,v1frame,6.72035387,2.81E-06,Error packet
USB LS and FS,v1frame,6.7207505,1.25E-07,Error packet
USB LS and FS,v1frame,6.72075062,2.50E-07,Error packet
USB LS and FS,v1frame,6.72075088,5.00E-07,Error packet
USB LS and FS,v1frame,6.72075194,1.88E-07,Error packet
USB LS and FS,v1frame,6.72075225,1.25E-07,Error packet
USB LS and FS,v1frame,6.72075238,2.50E-07,Error packet
USB LS and FS,v1frame,6.72075263,2.50E-07,Error packet
USB LS and FS,v1frame,6.72075287,2.50E-07,Error packet
USB LS and FS,v1frame,6.72075312,1.88E-07,Error packet
USB LS and FS,v1frame,6.72075381,1.50E-06,Error packet
USB LS and FS,v1frame,6.72135394,2.81E-06,Error packet
USB LS and FS,v1frame,6.72200038,2.50E-07,Error packet
USB LS and FS,v1frame,6.72200062,5.00E-07,Error packet
USB LS and FS,v1frame,6.72200113,7.50E-07,Error packet
USB LS and FS,v1frame,6.72200188,2.50E-07,Error packet
USB LS and FS,v1frame,6.72200213,2.50E-07,Error packet
USB LS and FS,v1frame,6.72200237,5.00E-07,Error packet
USB LS and FS,v1frame,6.72200288,3.13E-07,Error packet
USB LS and FS,v1frame,6.72200369,1.50E-06,Error packet
USB LS and FS,v1frame,6.72235406,2.75E-06,Error packet
USB LS and FS,v1frame,6.7232505,2.75E-06,Error packet
USB LS and FS,v1frame,6.72325381,1.38E-06,Error packet
USB LS and FS,v1frame,6.723354,2.81E-06,Error packet
USB LS and FS,v1frame,6.72435406,2.81E-06,Error packet
USB LS and FS,v1frame,6.72450169,1.25E-07,Error packet
USB LS and FS,v1frame,6.72450181,2.50E-07,Error packet
USB LS and FS,v1frame,6.72450206,5.00E-07,Error packet
USB LS and FS,v1frame,6.72450313,1.88E-07,Error packet
USB LS and FS,v1frame,6.72450344,1.25E-07,Error packet
USB LS and FS,v1frame,6.72450356,2.50E-07,Error packet
USB LS and FS,v1frame,6.72450381,2.50E-07,Error packet
USB LS and FS,v1frame,6.72450406,2.50E-07,Error packet
USB LS and FS,v1frame,6.72450431,2.50E-07,Error packet
USB LS and FS,v1frame,6.724505,1.50E-06,Error packet
USB LS and FS,v1frame,6.72535412,1.75E-06,Error packet
USB LS and FS,v1frame,6.72535587,1.13E-06,Error packet
USB LS and FS,v1frame,6.72575081,2.81E-06,Error packet
USB LS and FS,v1frame,6.72575406,1.50E-06,Error packet
USB LS and FS,v1frame,6.72635425,2.75E-06,Error packet
USB LS and FS,v1frame,6.72700069,2.81E-06,Error packet
USB LS and FS,v1frame,6.727004,1.50E-06,Error packet
USB LS and FS,v1frame,6.72735419,2.94E-06,Error packet
USB LS and FS,v1frame,6.72825063,1.25E-07,Error packet
USB LS and FS,v1frame,6.72825075,2.50E-07,Error packet
USB LS and FS,v1frame,6.728251,5.00E-07,Error packet
USB LS and FS,v1frame,6.72825206,1.88E-07,Error packet
USB LS and FS,v1frame,6.72825238,1.25E-07,Error packet
USB LS and FS,v1frame,6.7282525,2.50E-07,Error packet
USB LS and FS,v1frame,6.72825275,2.50E-07,Error packet
USB LS and FS,v1frame,6.728253,2.50E-07,Error packet
USB LS and FS,v1frame,6.72825325,2.50E-07,Error packet
USB LS and FS,v1frame,6.72825406,1.38E-06,Error packet
USB LS and FS,v1frame,6.72835425,1.88E-07,Error packet
USB LS and FS,v1frame,6.72835444,2.50E-07,Error packet
USB LS and FS,v1frame,6.72835469,5.00E-07,Error packet
USB LS and FS,v1frame,6.72835519,2.50E-07,Error packet
USB LS and FS,v1frame,6.72835575,1.87E-07,Error packet
USB LS and FS,v1frame,6.72835675,3.13E-07,Error packet
USB LS and FS,v1frame,6.72935431,2.50E-07,Error packet
USB LS and FS,v1frame,6.72935456,2.50E-07,Error packet
USB LS and FS,v1frame,6.72935519,1.25E-07,Error packet
USB LS and FS,v1frame,6.72935581,5.00E-07,Error packet
USB LS and FS,v1frame,6.72935656,5.63E-07,Error packet
USB LS and FS,v1frame,6.72950069,2.81E-06,Error packet
USB LS and FS,v1frame,6.729504,1.50E-06,Error packet
USB LS and FS,v1frame,6.73035431,1.25E-07,Error packet
USB LS and FS,v1frame,6.73035444,2.50E-07,Error packet
USB LS and FS,v1frame,6.73035469,1.00E-06,Error packet
USB LS and FS,v1frame,6.73035569,2.50E-07,Error packet
USB LS and FS,v1frame,6.73035594,1.19E-06,Error packet
USB LS and FS,v1frame,6.730751,2.75E-06,Error packet
USB LS and FS,v1frame,6.73075431,1.38E-06,Error packet
USB LS and FS,v1frame,6.73135437,1.88E-07,Error packet
USB LS and FS,v1frame,6.73135456,2.50E-07,Error packet
USB LS and FS,v1frame,6.73135481,5.00E-07,Error packet
USB LS and FS,v1frame,6.73135531,2.50E-07,Error packet
USB LS and FS,v1frame,6.73135594,1.25E-07,Error packet
USB LS and FS,v1frame,6.73135663,1.87E-07,Error packet
USB LS and FS,v1frame,6.73200106,3.75E-07,Error packet
USB LS and FS,v1frame,6.73200144,5.00E-07,Error packet
USB LS and FS,v1frame,6.7320025,1.87E-07,Error packet
USB LS and FS,v1frame,6.73200281,1.25E-07,Error packet
USB LS and FS,v1frame,6.73200294,2.50E-07,Error packet
USB LS and FS,v1frame,6.73200319,2.50E-07,Error packet
USB LS and FS,v1frame,6.73200344,2.50E-07,Error packet
USB LS and FS,v1frame,6.73200369,1.88E-07,Error packet
USB LS and FS,v1frame,6.73200444,1.38E-06,Error packet
USB LS and FS,v1frame,6.73235444,2.81E-06,Error packet
USB LS and FS,v1frame,6.73325088,2.81E-06,Error packet
USB LS and FS,v1frame,6.73325413,1.50E-06,Error packet
USB LS and FS,v1frame,6.73335456,2.56E-06,Error packet
USB LS and FS,v1frame,6.7343545,2.81E-06,Error packet
USB LS and FS,v1frame,6.73450094,2.81E-06,Error packet
USB LS and FS,v1frame,6.73450419,1.50E-06,Error packet
USB LS and FS,v1frame,6.73535456,2.81E-06,Error packet
USB LS and FS,v1frame,6.735751,2.81E-06,Error packet
USB LS and FS,v1frame,6.73575431,1.50E-06,Error packet
USB LS and FS,v1frame,6.73635469,2.75E-06,Error packet
USB LS and FS,v1frame,6.73700131,2.81E-06,Error packet
USB LS and FS,v1frame,6.73700469,1.38E-06,Error packet
USB LS and FS,v1frame,6.73735475,5.63E-07,SYNC
USB LS and FS,v1frame,6.73735531,6.88E-07,PID SOF
USB LS and FS,v1frame,6.737356,8.75E-07,Frame # 0x6EB
USB LS and FS,v1frame,6.73735687,4.38E-07,CRC OK 0x16
USB LS and FS,v1frame,6.73735731,2.50E-07,EOP
USB LS and FS,v1frame,6.73825125,2.75E-06,Error packet
USB LS and FS,v1frame,6.73825456,1.38E-06,Error packet
USB LS and FS,v1frame,6.73835469,2.81E-06,Error packet
USB LS and FS,v1frame,6.73935475,2.81E-06,Error packet
USB LS and FS,v1frame,6.73950113,2.81E-06,Error packet
USB LS and FS,v1frame,6.73950444,1.50E-06,Error packet
USB LS and FS,v1frame,6.74035488,2.75E-06,Error packet
USB LS and FS,v1frame,6.74075119,1.25E-07,Error packet
USB LS and FS,v1frame,6.74075131,2.50E-07,Error packet
USB LS and FS,v1frame,6.74075156,5.00E-07,Error packet
USB LS and FS,v1frame,6.74075262,1.88E-07,Error packet
USB LS and FS,v1frame,6.74075294,1.25E-07,Error packet
USB LS and FS,v1frame,6.74075306,2.50E-07,Error packet
USB LS and FS,v1frame,6.74075331,2.50E-07,Error packet
USB LS and FS,v1frame,6.74075356,2.50E-07,Error packet
USB LS and FS,v1frame,6.74075381,1.88E-07,Error packet
USB LS and FS,v1frame,6.74075456,1.38E-06,Error packet
USB LS and FS,v1frame,6.74135481,1.25E-07,Error packet
USB LS and FS,v1frame,6.74135494,2.50E-07,Error packet
USB LS and FS,v1frame,6.74135519,2.06E-06,Error packet
USB LS and FS,v1frame,6.74135719,4.38E-07,Error packet
USB LS and FS,v1frame,6.74200144,2.75E-06,Error packet
USB LS and FS,v1frame,6.74200469,1.38E-06,Error packet
USB LS and FS,v1frame,6.74235488,1.88E-07,Error packet
USB LS and FS,v1frame,6.74235506,2.50E-07,Error packet
USB LS and FS,v1frame,6.74235531,5.00E-07,Error packet
USB LS and FS,v1frame,6.74235581,2.50E-07,Error packet
USB LS and FS,v1frame,6.74235619,1.25E-07,Error packet
USB LS and FS,v1frame,6.74235631,1.44E-06,Error packet
USB LS and FS,v1frame,6.7432515,2.81E-06,Error packet
USB LS and FS,v1frame,6.74325481,1.50E-06,Error packet
USB LS and FS,v1frame,6.74335494,5.00E-07,Error packet
USB LS and FS,v1frame,6.74335581,6.25E-07,Error packet
USB LS and FS,v1frame,6.74335644,5.00E-07,Error packet
USB LS and FS,v1frame,6.74335731,1.25E-07,Error packet
USB LS and FS,v1frame,6.74435494,3.75E-07,Error packet
USB LS and FS,v1frame,6.74435531,2.44E-06,Error packet
USB LS and FS,v1frame,6.74450137,2.81E-06,Error packet
USB LS and FS,v1frame,6.74450469,1.50E-06,Error packet
USB LS and FS,v1frame,6.745355,2.81E-06,Error packet
USB LS and FS,v1frame,6.74575144,2.81E-06,Error packet
USB LS and FS,v1frame,6.74575481,1.38E-06,Error packet
USB LS and FS,v1frame,6.74635506,2.81E-06,Error packet
USB LS and FS,v1frame,6.7470015,1.88E-07,Error packet
USB LS and FS,v1frame,6.74700169,1.75E-06,Error packet
USB LS and FS,v1frame,6.74700344,8.75E-07,Error packet
USB LS and FS,v1frame,6.74700475,1.50E-06,Error packet
USB LS and FS,v1frame,6.74735519,2.75E-06,Error packet
USB LS and FS,v1frame,6.74825181,2.81E-06,Error packet
USB LS and FS,v1frame,6.74825506,1.50E-06,Error packet
USB LS and FS,v1frame,6.74835512,2.81E-06,Error packet
USB LS and FS,v1frame,6.74935519,2.81E-06,Error packet
USB LS and FS,v1frame,6.74950169,2.75E-06,Error packet
USB LS and FS,v1frame,6.74950494,1.38E-06,Error packet
USB LS and FS,v1frame,6.75035525,2.81E-06,Error packet
USB LS and FS,v1frame,6.75075175,2.75E-06,Error packet
USB LS and FS,v1frame,6.75075506,1.38E-06,Error packet
USB LS and FS,v1frame,6.75135538,2.75E-06,Error packet
